"gene_id","ImpulseDE2_padj","ImpulseDE2_response_type","ImpulseDE2_response_class","is_DE","Mfuzz_cluster","Mfuzz_membership","Mfuzz_highconf","Mfuzz_pattern","WGCNA_module","kME_own","is_hub","count_FOXO3","count_HSF1","count_NFE2L2","has_HSF1","has_FOXO3","has_NFE2L2","SwissProt_BlastHit","SwissProt_BlastEval","SwissProt_ProteinName","BiologicalProcess","GeneOntologyIDs","CellularComponent","MolecularFunction"
"Pocillopora_acuta_HIv2___RNAseq.g22464.t1",0.811627271761957,"Transient",NA,FALSE,NA,NA,NA,NA,"ME1",0.639336302043413,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q5U2S1",2.69e-31,"NEDD4 family-interacting protein 1","CD4-positive, alpha-beta T cell proliferation [GO:0035739]; intracellular iron ion homeostasis [GO:0006879]; metal ion transport [GO:0030001]; negative regulation of CD4-positive, alpha-beta T cell proliferation [GO:2000562]; negative regulation of gene expression [GO:0010629]; negative regulation of inflammatory response [GO:0050728]; negative regulation of interleukin-4 production [GO:0032713]; negative regulation of isotype switching to IgE isotypes [GO:0048294]; negative regulation of protein transport [GO:0051224]; negative regulation of type 2 immune response [GO:0002829]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of protein ubiquitination [GO:0031398]; protein catabolic process [GO:0030163]; regulation of isotype switching to IgG isotypes [GO:0048302]; regulation of lymphocyte differentiation [GO:0045619]; regulation of myeloid leukocyte differentiation [GO:0002761]; ubiquitin-dependent protein catabolic process [GO:0006511]; vacuolar transport [GO:0007034]","GO:0000139; GO:0002761; GO:0002829; GO:0005576; GO:0005783; GO:0005794; GO:0005938; GO:0006511; GO:0006879; GO:0007034; GO:0010008; GO:0010629; GO:0030001; GO:0030163; GO:0030425; GO:0031398; GO:0032713; GO:0035739; GO:0045202; GO:0045619; GO:0045732; GO:0048294; GO:0048302; GO:0048471; GO:0050699; GO:0050728; GO:0051224; GO:2000562","cell cortex [GO:0005938]; dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; endosome membrane [GO:0010008]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; perinuclear region of cytoplasm [GO:0048471]; synapse [GO:0045202]","WW domain binding [GO:0050699]"
"Pocillopora_acuta_HIv2___RNAseq.g22465.t1",0.0135325779974946,"Other","unclassified",TRUE,2,0.465673309178853,FALSE,"Early Peak (3h)","ME11",0.594705264792256,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g13774.t3",0.052614614221795,"Transient",NA,FALSE,NA,NA,NA,NA,"ME7",0.828004861284192,TRUE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g22468.t1",0.0478963228611805,"Monotonous","transition_down",TRUE,3,0.620883305419034,TRUE,"Sustained Down (3h)","ME3",0.727423965010057,FALSE,1,0,1,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g22469.t1",1.31330896370988e-07,"Monotonous","transition_up",TRUE,4,0.929961336340475,TRUE,"Sustained Up (3h)","ME1",0.59384900251825,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g22470.t1",0.00154935382780674,"Other","unclassified",TRUE,3,0.633188784495071,TRUE,"Sustained Down (3h)","ME0",0.106106079840651,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g22472.t1",0.971669466186308,"Other",NA,FALSE,NA,NA,NA,NA,"ME0",0.10376570668483,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g22476.t1",0.000374547773401664,"Monotonous","transition_up",TRUE,1,0.474808004302316,FALSE,"Early Dip (3h)","ME12",0.65696232844911,FALSE,0,1,0,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g22477.t1",0.0322397167933782,"Transient","transient_down",TRUE,2,0.337843852380551,FALSE,"Early Peak (3h)","ME15",0.755910728131286,FALSE,1,0,0,FALSE,TRUE,FALSE,"P83852",9.63e-154,"Carboxypeptidase D (EC 3.4.17.22) (CPD-2) (Metallocarboxypeptidase D)","peptide metabolic process [GO:0006518]; protein processing [GO:0016485]; proteolysis [GO:0006508]","GO:0004181; GO:0005615; GO:0006508; GO:0006518; GO:0008270; GO:0016020; GO:0016485","extracellular space [GO:0005615]; membrane [GO:0016020]","metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]"
"Pocillopora_acuta_HIv2___RNAseq.g22478.t1",0.0537693449596863,"Monotonous",NA,FALSE,NA,NA,NA,NA,"ME1",0.85947088595534,FALSE,0,0,0,FALSE,FALSE,FALSE,"O76039",1.32e-156,"Cyclin-dependent kinase-like 5 (EC 2.7.11.22) (Serine/threonine-protein kinase 9)","modulation of chemical synaptic transmission [GO:0050804]; neuron migration [GO:0001764]; positive regulation of axon extension [GO:0045773]; positive regulation of dendrite morphogenesis [GO:0050775]; positive regulation of Rac protein signal transduction [GO:0035022]; regulation of cilium assembly [GO:1902017]; regulation of dendrite development [GO:0050773]; regulation of postsynapse organization [GO:0099175]","GO:0001764; GO:0004672; GO:0004674; GO:0004693; GO:0005524; GO:0005634; GO:0005654; GO:0005813; GO:0016301; GO:0031267; GO:0032839; GO:0035022; GO:0036064; GO:0044294; GO:0045773; GO:0050773; GO:0050775; GO:0050804; GO:0097542; GO:0098978; GO:0099175; GO:0106310; GO:1902017","centrosome [GO:0005813]; ciliary basal body [GO:0036064]; ciliary tip [GO:0097542]; dendrite cytoplasm [GO:0032839]; dendritic growth cone [GO:0044294]; glutamatergic synapse [GO:0098978]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]","ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; kinase activity [GO:0016301]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; small GTPase binding [GO:0031267]"
"Pocillopora_acuta_HIv2___RNAseq.g22479.t1",7.0636849655683e-07,"Transient","transient_down",TRUE,1,0.60555010199566,TRUE,"Early Dip (3h)","ME2",0.834840926462416,FALSE,0,0,0,FALSE,FALSE,FALSE,"A6QP70",1.68e-41,"Beta-sarcoglycan (Beta-SG)","muscle organ development [GO:0007517]","GO:0005737; GO:0005856; GO:0007517; GO:0016012; GO:0042383","cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; sarcoglycan complex [GO:0016012]; sarcolemma [GO:0042383]",""
"Pocillopora_acuta_HIv2___RNAseq.g22480.t1",0.000125072509473695,"Monotonous","transition_up",TRUE,6,0.655282666232206,TRUE,"Sustained Up (12h)","ME1",0.612242126039904,FALSE,0,0,0,FALSE,FALSE,FALSE,"P55006",1.91e-84,"Retinol dehydrogenase 7 (EC 1.1.1.105) (Retinol dehydrogenase 3) (Retinol dehydrogenase type III) (RODH III)","retinol metabolic process [GO:0042572]; steroid metabolic process [GO:0008202]","GO:0004745; GO:0005783; GO:0008202; GO:0042572; GO:0043231","endoplasmic reticulum [GO:0005783]; intracellular membrane-bounded organelle [GO:0043231]","all-trans-retinol dehydrogenase (NAD+) activity [GO:0004745]"
"Pocillopora_acuta_HIv2___TS.g13789.t1",0.000386919678587656,"Monotonous","transition_up",TRUE,6,0.722405379865239,TRUE,"Sustained Up (12h)","ME7",0.782028584460873,FALSE,0,1,0,TRUE,FALSE,FALSE,"Q6DJH2",1.35e-94,"L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase (EC 2.7.8.7) (4'-phosphopantetheinyl transferase) (Alpha-aminoadipic semialdehyde dehydrogenase-phosphopantetheinyl transferase) (AASD-PPT)","fatty acid biosynthetic process [GO:0006633]; lysine biosynthetic process via aminoadipic acid [GO:0019878]; protein maturation [GO:0051604]","GO:0000287; GO:0005829; GO:0006633; GO:0008897; GO:0019878; GO:0051604","cytosol [GO:0005829]","holo-[acyl-carrier-protein] synthase activity [GO:0008897]; magnesium ion binding [GO:0000287]"
"Pocillopora_acuta_HIv2___RNAseq.g22482.t1",0.0305077069645741,"Other","unclassified",TRUE,4,0.830595945866937,TRUE,"Sustained Up (3h)","ME1",0.657624369512618,FALSE,1,1,0,TRUE,TRUE,FALSE,"Q7ZVK4",1.36e-147,"Vacuolar protein-sorting-associated protein 36 (ESCRT-II complex subunit VPS36)","protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]","GO:0000814; GO:0005768; GO:0031902; GO:0032266; GO:0043130; GO:0043328","endosome [GO:0005768]; ESCRT II complex [GO:0000814]; late endosome membrane [GO:0031902]","phosphatidylinositol-3-phosphate binding [GO:0032266]; ubiquitin binding [GO:0043130]"
"Pocillopora_acuta_HIv2___TS.g13791.t2",0.0152572092503121,"Monotonous","transition_up",TRUE,6,0.907400246750242,TRUE,"Sustained Up (12h)","ME7",0.840877467661915,TRUE,0,0,0,FALSE,FALSE,FALSE,"G5EBZ8",2.82e-17,"Ack-related non-receptor tyrosine kinase (EC 2.7.10.2) (EC 2.7.11.1) (Ras-regulating kinase ark-1)","embryo development ending in birth or egg hatching [GO:0009792]; negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; negative regulation of vulval development [GO:0040027]","GO:0004674; GO:0004713; GO:0004715; GO:0005524; GO:0005886; GO:0009792; GO:0040027; GO:0042059; GO:0046872; GO:0106310","plasma membrane [GO:0005886]","ATP binding [GO:0005524]; metal ion binding [GO:0046872]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]"
"Pocillopora_acuta_HIv2___RNAseq.g22484.t1",0.000187306703909873,"Monotonous","transition_down",TRUE,5,0.756676931089419,TRUE,"Gradual Down","ME21",0.867159418338388,TRUE,0,0,0,FALSE,FALSE,FALSE,"P27080",1.29e-138,"ADP,ATP carrier protein (ADP/ATP translocase) (Adenine nucleotide translocator) (ANT)","mitochondrial ADP transmembrane transport [GO:0140021]; mitochondrial ATP transmembrane transport [GO:1990544]","GO:0005471; GO:0005743; GO:0140021; GO:1990544","mitochondrial inner membrane [GO:0005743]","ATP:ADP antiporter activity [GO:0005471]"
"Pocillopora_acuta_HIv2___RNAseq.g22485.t1",0.00105750907892728,"Monotonous","transition_down",TRUE,1,0.562830326811935,TRUE,"Early Dip (3h)","ME2",0.59974397913826,FALSE,0,0,0,FALSE,FALSE,FALSE,"G5EBZ8",1.3e-13,"Ack-related non-receptor tyrosine kinase (EC 2.7.10.2) (EC 2.7.11.1) (Ras-regulating kinase ark-1)","embryo development ending in birth or egg hatching [GO:0009792]; negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; negative regulation of vulval development [GO:0040027]","GO:0004674; GO:0004713; GO:0004715; GO:0005524; GO:0005886; GO:0009792; GO:0040027; GO:0042059; GO:0046872; GO:0106310","plasma membrane [GO:0005886]","ATP binding [GO:0005524]; metal ion binding [GO:0046872]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]"
"Pocillopora_acuta_HIv2___RNAseq.g22486.t1",0.967533519167385,"Other",NA,FALSE,NA,NA,NA,NA,"ME5",0.664156824587002,FALSE,1,0,0,FALSE,TRUE,FALSE,"Q7SXW4",8.87e-123,"ER membrane protein complex subunit 3 (Protein pob) (Transmembrane protein 111)","photoreceptor cell maintenance [GO:0045494]; protein insertion into ER membrane by stop-transfer membrane-anchor sequence [GO:0045050]; retina development in camera-type eye [GO:0060041]; tail-anchored membrane protein insertion into ER membrane [GO:0071816]","GO:0005789; GO:0005794; GO:0016020; GO:0030140; GO:0045050; GO:0045494; GO:0060041; GO:0071816; GO:0072546","EMC complex [GO:0072546]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; trans-Golgi network transport vesicle [GO:0030140]",""
"Pocillopora_acuta_HIv2___RNAseq.g22487.t1",2.1290109816959e-08,"Monotonous","transition_down",TRUE,3,0.876160103930536,TRUE,"Sustained Down (3h)","ME2",0.850528194464193,TRUE,1,0,0,FALSE,TRUE,FALSE,"Q9NY47",1.81e-138,"Voltage-dependent calcium channel subunit alpha-2/delta-2 (Voltage-gated calcium channel subunit alpha-2/delta-2) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-2; Voltage-dependent calcium channel subunit delta-2]","muscle cell development [GO:0055001]; neuromuscular junction development [GO:0007528]; organ growth [GO:0035265]; positive regulation of organ growth [GO:0046622]; regulation of multicellular organism growth [GO:0040014]; regulation of neurotransmitter receptor localization to postsynaptic specialization membrane [GO:0098696]; rhythmic synaptic transmission [GO:0060024]","GO:0005245; GO:0005886; GO:0005891; GO:0007528; GO:0035265; GO:0040014; GO:0046622; GO:0046872; GO:0048787; GO:0055001; GO:0060024; GO:0098696; GO:0098982","GABA-ergic synapse [GO:0098982]; plasma membrane [GO:0005886]; presynaptic active zone membrane [GO:0048787]; voltage-gated calcium channel complex [GO:0005891]","metal ion binding [GO:0046872]; voltage-gated calcium channel activity [GO:0005245]"
"Pocillopora_acuta_HIv2___RNAseq.g22488.t1",0.0494452141390819,"Monotonous","transition_down",TRUE,2,0.571752022591326,TRUE,"Early Peak (3h)","ME14",0.570872878298312,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q5HZG4",2.39e-38,"Transcription initiation factor TFIID subunit 3 (140 kDa TATA box-binding protein-associated factor) (TBP-associated factor 3) (Transcription initiation factor TFIID 140 kDa subunit) (TAF(II)140) (TAF140) (TAFII-140) (TAFII140)","maintenance of protein location in nucleus [GO:0051457]; mRNA transcription by RNA polymerase II [GO:0042789]; negative regulation of signal transduction by p53 class mediator [GO:1901797]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; regulation of transcription by RNA polymerase II [GO:0006357]; RNA polymerase II preinitiation complex assembly [GO:0051123]; transcription by RNA polymerase II [GO:0006366]","GO:0000122; GO:0001673; GO:0002039; GO:0005634; GO:0005669; GO:0006357; GO:0006366; GO:0008270; GO:0031965; GO:0042789; GO:0046982; GO:0051123; GO:0051457; GO:0060261; GO:0140002; GO:0140416; GO:1901797","male germ cell nucleus [GO:0001673]; nuclear membrane [GO:0031965]; nucleus [GO:0005634]; transcription factor TFIID complex [GO:0005669]","histone H3K4me3 reader activity [GO:0140002]; p53 binding [GO:0002039]; protein heterodimerization activity [GO:0046982]; transcription regulator inhibitor activity [GO:0140416]; zinc ion binding [GO:0008270]"
"Pocillopora_acuta_HIv2___RNAseq.g22489.t1",0.389015241862184,"Other",NA,FALSE,NA,NA,NA,NA,"ME2",0.607957491292739,FALSE,1,0,0,FALSE,TRUE,FALSE,"Q9JJJ7",4.44e-108,"Protein-serine O-palmitoleoyltransferase porcupine (mPORC) (EC 2.3.1.250)","glycoprotein metabolic process [GO:0009100]; protein lipidation [GO:0006497]; protein palmitoleylation [GO:0045234]; regulation of postsynaptic membrane neurotransmitter receptor levels [GO:0099072]; Wnt signaling pathway [GO:0016055]","GO:0005783; GO:0005789; GO:0006497; GO:0008374; GO:0009100; GO:0016055; GO:0017147; GO:0032281; GO:0045234; GO:0098978; GO:0099072; GO:1990698","AMPA glutamate receptor complex [GO:0032281]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; glutamatergic synapse [GO:0098978]","O-acyltransferase activity [GO:0008374]; palmitoleoyltransferase activity [GO:1990698]; Wnt-protein binding [GO:0017147]"
"Pocillopora_acuta_HIv2___RNAseq.g22490.t1",0.000216317912392772,"Other","unclassified",TRUE,4,0.422016660302769,FALSE,"Sustained Up (3h)","ME1",0.727319881516131,FALSE,0,1,0,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g22491.t1",8.56191780692996e-07,"Transient","transient_down",TRUE,1,0.384734334793184,FALSE,"Early Dip (3h)","ME12",0.663312773068826,FALSE,0,1,0,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g22492.t1",1.31025886346375e-06,"Transient","transient_down",TRUE,6,0.618739831753507,TRUE,"Sustained Up (12h)","ME7",0.791108047579788,FALSE,0,0,1,FALSE,FALSE,TRUE,"Q9Y2U8",2.54e-94,"Inner nuclear membrane protein Man1 (LEM domain-containing protein 3)","negative regulation of activin receptor signaling pathway [GO:0032926]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]","GO:0003677; GO:0005637; GO:0016020; GO:0030512; GO:0030514; GO:0031965; GO:0032926; GO:1990446","membrane [GO:0016020]; nuclear inner membrane [GO:0005637]; nuclear membrane [GO:0031965]","DNA binding [GO:0003677]; U1 snRNP binding [GO:1990446]"
"Pocillopora_acuta_HIv2___RNAseq.g22493.t1",0.0622160618727886,"Other",NA,FALSE,NA,NA,NA,NA,"ME3",0.609240424425991,FALSE,1,0,0,FALSE,TRUE,FALSE,"P49288",1.84e-14,"Melatonin receptor type 1C (Mel-1C-R) (Mel1c receptor) (CKB)","G protein-coupled receptor signaling pathway [GO:0007186]; negative regulation of D-glucose import [GO:0046325]; negative regulation of glycolytic process [GO:0045820]","GO:0004930; GO:0005654; GO:0005886; GO:0007186; GO:0008502; GO:0045820; GO:0046325; GO:1904408","nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]","G protein-coupled receptor activity [GO:0004930]; melatonin binding [GO:1904408]; melatonin receptor activity [GO:0008502]"
"Pocillopora_acuta_HIv2___RNAseq.g22494.t1",0.985717412911228,"Other",NA,FALSE,NA,NA,NA,NA,"ME3",0.470881078053242,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q07E02",7.83e-52,"Caveolin-1","caveola assembly [GO:0070836]; cell differentiation [GO:0030154]; negative regulation of endothelial cell proliferation [GO:0001937]; receptor internalization [GO:0031623]; regulation of cytosolic calcium ion concentration [GO:0051480]; T cell costimulation [GO:0031295]","GO:0000139; GO:0001937; GO:0005768; GO:0005794; GO:0005901; GO:0008142; GO:0019901; GO:0030154; GO:0031295; GO:0031410; GO:0031623; GO:0044325; GO:0045121; GO:0048471; GO:0051480; GO:0060090; GO:0070836","caveola [GO:0005901]; cytoplasmic vesicle [GO:0031410]; endosome [GO:0005768]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; membrane raft [GO:0045121]; perinuclear region of cytoplasm [GO:0048471]","molecular adaptor activity [GO:0060090]; oxysterol binding [GO:0008142]; protein kinase binding [GO:0019901]; transmembrane transporter binding [GO:0044325]"
"Pocillopora_acuta_HIv2___RNAseq.g22495.t2",0.467118495654096,"Other",NA,FALSE,NA,NA,NA,NA,"ME4",0.691828826041735,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q05793",2.27e-42,"Basement membrane-specific heparan sulfate proteoglycan core protein (HSPG) [Cleaved into: Endorepellin; LG3 peptide]","angiogenesis [GO:0001525]; brain development [GO:0007420]; cardiac muscle tissue development [GO:0048738]; cartilage development involved in endochondral bone morphogenesis [GO:0060351]; chondrocyte differentiation [GO:0002062]; embryonic skeletal system morphogenesis [GO:0048704]; endochondral ossification [GO:0001958]; extracellular matrix organization [GO:0030198]; protein localization [GO:0008104]; receptor-mediated endocytosis [GO:0006898]","GO:0001525; GO:0001958; GO:0002020; GO:0002062; GO:0005509; GO:0005576; GO:0005604; GO:0005796; GO:0006898; GO:0007420; GO:0008104; GO:0030198; GO:0031012; GO:0048704; GO:0048738; GO:0060351; GO:0062023","basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; Golgi lumen [GO:0005796]","calcium ion binding [GO:0005509]; protease binding [GO:0002020]"
"Pocillopora_acuta_HIv2___TS.g13806.t1b",0.0638893697302754,"Other",NA,FALSE,NA,NA,NA,NA,"ME1",0.707387287859098,FALSE,1,0,0,FALSE,TRUE,FALSE,"C3Y3G4",1.05e-172,"Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)","lipoate biosynthetic process [GO:0009107]","GO:0005739; GO:0009107; GO:0016992; GO:0046872; GO:0051539","mitochondrion [GO:0005739]","4 iron, 4 sulfur cluster binding [GO:0051539]; lipoate synthase activity [GO:0016992]; metal ion binding [GO:0046872]"
"Pocillopora_acuta_HIv2___TS.g13806.t1a",0.59382173814996,"Other",NA,FALSE,NA,NA,NA,NA,"ME19",0.628967711907252,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q9P2G9",0,"Kelch-like protein 8","proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]","GO:0005654; GO:0005737; GO:0006511; GO:0016567; GO:0031463; GO:0043161; GO:1990756","Cul3-RING ubiquitin ligase complex [GO:0031463]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]","ubiquitin-like ligase-substrate adaptor activity [GO:1990756]"
"Pocillopora_acuta_HIv2___RNAseq.g22499.t1",0.955365557081681,"Other",NA,FALSE,NA,NA,NA,NA,"ME1",0.374961947958934,FALSE,1,0,0,FALSE,TRUE,FALSE,"Q80WQ4",2.15e-52,"Probable tRNA methyltransferase 9B (Probable tRNA methyltransferase 9-like protein) (EC 2.1.1.-)","methylation [GO:0032259]; tRNA modification [GO:0006400]","GO:0006400; GO:0008175; GO:0008757; GO:0032259","","S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; tRNA methyltransferase activity [GO:0008175]"
"Pocillopora_acuta_HIv2___RNAseq.g22504.t1",0.412258524200942,"Other",NA,FALSE,NA,NA,NA,NA,"ME6",0.746568626636238,FALSE,1,0,0,FALSE,TRUE,FALSE,"P10040",3.4e-07,"Protein crumbs (95F)","adherens junction organization [GO:0034332]; amnioserosa maintenance [GO:0046665]; apical constriction [GO:0003383]; apical protein localization [GO:0045176]; assembly of apicomedial cortex actomyosin [GO:0106036]; cell division [GO:0051301]; cell morphogenesis involved in Malpighian tubule morphogenesis [GO:0061336]; centrosome localization [GO:0051642]; compound eye morphogenesis [GO:0001745]; compound eye photoreceptor development [GO:0042051]; dorsal closure [GO:0007391]; dorsal closure, amnioserosa morphology change [GO:0046664]; establishment or maintenance of apical/basal cell polarity [GO:0035088]; establishment or maintenance of cell polarity [GO:0007163]; establishment or maintenance of polarity of embryonic epithelium [GO:0016332]; establishment or maintenance of polarity of follicular epithelium [GO:0016334]; liquid clearance, open tracheal system [GO:0035002]; maintenance of apical/basal cell polarity [GO:0035090]; Malpighian tubule morphogenesis [GO:0007443]; membrane organization [GO:0061024]; negative regulation of Notch signaling pathway [GO:0045746]; negative regulation of organ growth [GO:0046621]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; nuclear chromosome segregation [GO:0098813]; open tracheal system development [GO:0007424]; photoreceptor cell maintenance [GO:0045494]; positive regulation of hippo signaling [GO:0035332]; protein stabilization [GO:0050821]; regulation of imaginal disc growth [GO:0045570]; regulation of intracellular protein transport [GO:0033157]; regulation of protein localization [GO:0032880]; rhabdomere development [GO:0042052]; rhabdomere morphogenesis [GO:0061541]; salivary gland morphogenesis [GO:0007435]; trachea development [GO:0060438]; tube morphogenesis [GO:0035239]; wing disc dorsal/ventral pattern formation [GO:0048190]; zonula adherens assembly [GO:0045186]; zonula adherens maintenance [GO:0045218]","GO:0001745; GO:0003383; GO:0005080; GO:0005112; GO:0005509; GO:0005634; GO:0005737; GO:0005819; GO:0005886; GO:0007163; GO:0007391; GO:0007424; GO:0007435; GO:0007443; GO:0016028; GO:0016324; GO:0016327; GO:0016332; GO:0016334; GO:0030507; GO:0032391; GO:0032435; GO:0032880; GO:0033157; GO:0033583; GO:0034332; GO:0035002; GO:0035003; GO:0035088; GO:0035090; GO:0035239; GO:0035332; GO:0042051; GO:0042052; GO:0045176; GO:0045186; GO:0045218; GO:0045494; GO:0045570; GO:0045746; GO:0046621; GO:0046664; GO:0046665; GO:0048190; GO:0050821; GO:0051301; GO:0051642; GO:0060438; GO:0061024; GO:0061336; GO:0061541; GO:0098813; GO:0106036","apical plasma membrane [GO:0016324]; apicolateral plasma membrane [GO:0016327]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; photoreceptor connecting cilium [GO:0032391]; plasma membrane [GO:0005886]; rhabdomere [GO:0016028]; rhabdomere membrane [GO:0033583]; spindle [GO:0005819]; subapical complex [GO:0035003]","calcium ion binding [GO:0005509]; Notch binding [GO:0005112]; protein kinase C binding [GO:0005080]; spectrin binding [GO:0030507]"
"Pocillopora_acuta_HIv2___RNAseq.g22505.t1",0.0966091156825962,"Other",NA,FALSE,NA,NA,NA,NA,"ME11",0.651845720547225,FALSE,2,1,0,TRUE,TRUE,FALSE,"Q2QL79",5.8e-10,"Caveolin-1","caveola assembly [GO:0070836]; cell differentiation [GO:0030154]; negative regulation of endothelial cell proliferation [GO:0001937]; receptor internalization [GO:0031623]; regulation of cytosolic calcium ion concentration [GO:0051480]; T cell costimulation [GO:0031295]","GO:0000139; GO:0001937; GO:0005768; GO:0005901; GO:0005925; GO:0008142; GO:0019901; GO:0030154; GO:0031295; GO:0031623; GO:0042383; GO:0044325; GO:0045121; GO:0048471; GO:0051480; GO:0060090; GO:0070836","caveola [GO:0005901]; endosome [GO:0005768]; focal adhesion [GO:0005925]; Golgi membrane [GO:0000139]; membrane raft [GO:0045121]; perinuclear region of cytoplasm [GO:0048471]; sarcolemma [GO:0042383]","molecular adaptor activity [GO:0060090]; oxysterol binding [GO:0008142]; protein kinase binding [GO:0019901]; transmembrane transporter binding [GO:0044325]"
"Pocillopora_acuta_HIv2___RNAseq.g22506.t1",0.218317086951683,"Transient",NA,FALSE,NA,NA,NA,NA,"ME16",0.812688709865705,FALSE,0,0,0,FALSE,FALSE,FALSE,"O95239",0,"Chromosome-associated kinesin KIF4A (Chromokinesin-A)","anterograde axonal transport [GO:0008089]; mitotic cytokinesis [GO:0000281]; mitotic spindle midzone assembly [GO:0051256]; mitotic spindle organization [GO:0007052]; organelle organization [GO:0006996]; spindle elongation [GO:0051231]","GO:0000281; GO:0003677; GO:0003777; GO:0005524; GO:0005694; GO:0005737; GO:0005829; GO:0005875; GO:0005876; GO:0006996; GO:0007052; GO:0008017; GO:0008089; GO:0016020; GO:0016363; GO:0030496; GO:0046872; GO:0051231; GO:0051256; GO:0051536; GO:1904115","axon cytoplasm [GO:1904115]; chromosome [GO:0005694]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; microtubule associated complex [GO:0005875]; midbody [GO:0030496]; nuclear matrix [GO:0016363]; spindle microtubule [GO:0005876]","ATP binding [GO:0005524]; DNA binding [GO:0003677]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]"
