query,gene_set,Bhattacharya_ID,blast_hit,evalue,ProteinNames,BiologicalProcess,GOs,CellularComponent,MolecularFunction,short_name
Porites_compressa_HIv1___TS.g35657.t1,SLC,,Q9CPU9,1.34e-11,Protein SLC31A2 (Copper transporter 2) (CTR2) (Solute carrier family 31 member 2),copper ion import [GO:0015677]; copper ion transport [GO:0006825]; intracellular copper ion homeostasis [GO:0006878]; regulation of copper ion transmembrane transport [GO:1902311],GO:0005375; GO:0005765; GO:0005770; GO:0005886; GO:0006825; GO:0006878; GO:0015677; GO:0016020; GO:0031902; GO:0055037; GO:0055038; GO:1902311,late endosome [GO:0005770]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]; recycling endosome membrane [GO:0055038],copper ion transmembrane transporter activity [GO:0005375],Protein SLC31A2
Porites_compressa_HIv1___TS.g35829.t1,SLC,,Q8N695,5.13e-101,Sodium-coupled monocarboxylate transporter 1 (Apical iodide transporter) (Electrogenic sodium monocarboxylate cotransporter) (Sodium iodide-related cotransporter) (Solute carrier family 5 member 8),acetate transport [GO:0006846]; apoptotic process [GO:0006915]; chloride transport [GO:0006821]; iodide transport [GO:0015705]; lactate transport [GO:0015727]; monoatomic ion transport [GO:0006811]; nicotinate transport [GO:2001142]; nitrate transmembrane transport [GO:0015706]; propanoate transmembrane transport [GO:0015730]; pyruvate transport [GO:0006848]; sodium ion transport [GO:0006814],GO:0000811; GO:0005343; GO:0005886; GO:0006811; GO:0006814; GO:0006821; GO:0006846; GO:0006848; GO:0006915; GO:0008028; GO:0015129; GO:0015552; GO:0015705; GO:0015706; GO:0015727; GO:0015730; GO:0016324; GO:0070062; GO:0140161; GO:0160081; GO:2001142,apical plasma membrane [GO:0016324]; extracellular exosome [GO:0070062]; GINS complex [GO:0000811]; plasma membrane [GO:0005886],iodide channel activity [GO:0160081]; lactate transmembrane transporter activity [GO:0015129]; monocarboxylate:sodium symporter activity [GO:0140161]; monocarboxylic acid transmembrane transporter activity [GO:0008028]; organic acid:sodium symporter activity [GO:0005343]; propionate transmembrane transporter activity [GO:0015552],Sodium-coupled monocarboxylate transporter 1
Porites_compressa_HIv1___TS.g36209.t1,SLC,,Q5ZJ75,0,Sodium/hydrogen exchanger 8 (Na(+)/H(+) exchanger 8) (NHE-8) (Solute carrier family 9 member 8),potassium ion transmembrane transport [GO:0071805]; regulation of intracellular pH [GO:0051453],GO:0000139; GO:0015385; GO:0015386; GO:0051453; GO:0071805,Golgi membrane [GO:0000139],potassium:proton antiporter activity [GO:0015386]; sodium:proton antiporter activity [GO:0015385],Sodium/hydrogen exchanger 8
Porites_compressa_HIv1___TS.g36457.t2,calcium,,B8UU59,1.35e-7,Polycystin-1-related protein (Polycystic kidney disease 1-related protein),calcium ion transport [GO:0006816],GO:0005261; GO:0005886; GO:0005929; GO:0006816,cilium [GO:0005929]; plasma membrane [GO:0005886],monoatomic cation channel activity [GO:0005261],Polycystin-1-related protein
Porites_compressa_HIv1___TS.g36658.t1,SLC,,Q6DIV6,2.67e-20,Vesicular inhibitory amino acid transporter (GABA and glycine transporter) (Solute carrier family 32 member 1) (Vesicular GABA transporter),beta-alanine transport [GO:0001762]; gamma-aminobutyric acid import [GO:0051939]; gamma-aminobutyric acid transport [GO:0015812]; glycine transport [GO:0015816]; neurotransmitter transport [GO:0006836],GO:0001762; GO:0006836; GO:0008021; GO:0015185; GO:0015187; GO:0015812; GO:0015816; GO:0030659; GO:0042995; GO:0051939; GO:0098793; GO:0140799; GO:0140800,cell projection [GO:0042995]; cytoplasmic vesicle membrane [GO:0030659]; presynapse [GO:0098793]; synaptic vesicle [GO:0008021],gamma-aminobutyric acid transmembrane transporter activity [GO:0015185]; gamma-aminobutyric acid:proton antiporter activity [GO:0140800]; glycine transmembrane transporter activity [GO:0015187]; glycine:proton antiporter activity [GO:0140799],Vesicular inhibitory amino acid transporter
Porites_compressa_HIv1___TS.g36662.t1,SLC,,Q6DIV6,1.22e-20,Vesicular inhibitory amino acid transporter (GABA and glycine transporter) (Solute carrier family 32 member 1) (Vesicular GABA transporter),beta-alanine transport [GO:0001762]; gamma-aminobutyric acid import [GO:0051939]; gamma-aminobutyric acid transport [GO:0015812]; glycine transport [GO:0015816]; neurotransmitter transport [GO:0006836],GO:0001762; GO:0006836; GO:0008021; GO:0015185; GO:0015187; GO:0015812; GO:0015816; GO:0030659; GO:0042995; GO:0051939; GO:0098793; GO:0140799; GO:0140800,cell projection [GO:0042995]; cytoplasmic vesicle membrane [GO:0030659]; presynapse [GO:0098793]; synaptic vesicle [GO:0008021],gamma-aminobutyric acid transmembrane transporter activity [GO:0015185]; gamma-aminobutyric acid:proton antiporter activity [GO:0140800]; glycine transmembrane transporter activity [GO:0015187]; glycine:proton antiporter activity [GO:0140799],Vesicular inhibitory amino acid transporter
Porites_compressa_HIv1___TS.g36664.t1,SLC,,Q6DIV6,4.65e-57,Vesicular inhibitory amino acid transporter (GABA and glycine transporter) (Solute carrier family 32 member 1) (Vesicular GABA transporter),beta-alanine transport [GO:0001762]; gamma-aminobutyric acid import [GO:0051939]; gamma-aminobutyric acid transport [GO:0015812]; glycine transport [GO:0015816]; neurotransmitter transport [GO:0006836],GO:0001762; GO:0006836; GO:0008021; GO:0015185; GO:0015187; GO:0015812; GO:0015816; GO:0030659; GO:0042995; GO:0051939; GO:0098793; GO:0140799; GO:0140800,cell projection [GO:0042995]; cytoplasmic vesicle membrane [GO:0030659]; presynapse [GO:0098793]; synaptic vesicle [GO:0008021],gamma-aminobutyric acid transmembrane transporter activity [GO:0015185]; gamma-aminobutyric acid:proton antiporter activity [GO:0140800]; glycine transmembrane transporter activity [GO:0015187]; glycine:proton antiporter activity [GO:0140799],Vesicular inhibitory amino acid transporter
Porites_compressa_HIv1___TS.g37214.t1,SLC,,Q3V050,6.03e-74,Multidrug and toxin extrusion protein 2 (MATE-2) (mMATE-2) (H(+)/organic cation antiporter kidney-specific) (Solute carrier family 47 member 2),organic cation transport [GO:0015695]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961],GO:0005886; GO:0015101; GO:0015695; GO:0042910; GO:0140968; GO:1990961,plasma membrane [GO:0005886],organic cation transmembrane transporter activity [GO:0015101]; polyspecific organic cation:proton antiporter activity [GO:0140968]; xenobiotic transmembrane transporter activity [GO:0042910],Multidrug and toxin extrusion protein 2
Porites_compressa_HIv1___TS.g37231.t1b,SLC,,Q6DIV6,1.01e-57,Vesicular inhibitory amino acid transporter (GABA and glycine transporter) (Solute carrier family 32 member 1) (Vesicular GABA transporter),beta-alanine transport [GO:0001762]; gamma-aminobutyric acid import [GO:0051939]; gamma-aminobutyric acid transport [GO:0015812]; glycine transport [GO:0015816]; neurotransmitter transport [GO:0006836],GO:0001762; GO:0006836; GO:0008021; GO:0015185; GO:0015187; GO:0015812; GO:0015816; GO:0030659; GO:0042995; GO:0051939; GO:0098793; GO:0140799; GO:0140800,cell projection [GO:0042995]; cytoplasmic vesicle membrane [GO:0030659]; presynapse [GO:0098793]; synaptic vesicle [GO:0008021],gamma-aminobutyric acid transmembrane transporter activity [GO:0015185]; gamma-aminobutyric acid:proton antiporter activity [GO:0140800]; glycine transmembrane transporter activity [GO:0015187]; glycine:proton antiporter activity [GO:0140799],Vesicular inhibitory amino acid transporter
Porites_compressa_HIv1___TS.g37455.t1a,Bhattacharya2016,HOGA1,Q0P5I5,3.1e-138,"4-hydroxy-2-oxoglutarate aldolase, mitochondrial (EC 4.1.3.16) (Dihydrodipicolinate synthase-like) (DHDPS-like protein) (Probable 2-keto-4-hydroxyglutarate aldolase) (Probable KHG-aldolase)",glyoxylate catabolic process [GO:0009436],GO:0005739; GO:0008700; GO:0009436; GO:0106009,mitochondrion [GO:0005739],"(4S)-4-hydroxy-2-oxoglutarate aldolase activity [GO:0106009]; (R,S)-4-hydroxy-2-oxoglutarate aldolase activity [GO:0008700]",HOGA1
Porites_compressa_HIv1___TS.g37533.t1,calcium,,O62714,2.81e-81,Extracellular calcium-sensing receptor (CaSR) (Parathyroid cell calcium-sensing receptor) (PCaR1),detection of calcium ion [GO:0005513]; G protein-coupled receptor signaling pathway [GO:0007186]; intracellular calcium ion homeostasis [GO:0006874]; regulation of calcium ion transport [GO:0051924],GO:0004930; GO:0005509; GO:0005513; GO:0005886; GO:0006874; GO:0007186; GO:0016597; GO:0042803; GO:0051924,plasma membrane [GO:0005886],amino acid binding [GO:0016597]; calcium ion binding [GO:0005509]; G protein-coupled receptor activity [GO:0004930]; protein homodimerization activity [GO:0042803],Extracellular calcium-sensing receptor
Porites_compressa_HIv1___TS.g38029.t1,"calcium, ER_calcium",,O76024,8.16e-66,Wolframin,calcium ion homeostasis [GO:0055074]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; endoplasmic reticulum unfolded protein response [GO:0030968]; ER overload response [GO:0006983]; ERAD pathway [GO:0036503]; glucose homeostasis [GO:0042593]; kidney development [GO:0001822]; negative regulation of apoptotic process [GO:0043066]; negative regulation of ATF6-mediated unfolded protein response [GO:1903892]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of programmed cell death [GO:0043069]; negative regulation of response to endoplasmic reticulum stress [GO:1903573]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of translation [GO:0017148]; negative regulation of type B pancreatic cell apoptotic process [GO:2000675]; nervous system process [GO:0050877]; olfactory behavior [GO:0042048]; pancreas development [GO:0031016]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of ERAD pathway [GO:1904294]; positive regulation of growth [GO:0045927]; positive regulation of protein metabolic process [GO:0051247]; positive regulation of protein ubiquitination [GO:0031398]; protein stabilization [GO:0050821]; renal water homeostasis [GO:0003091]; response to endoplasmic reticulum stress [GO:0034976]; sensory perception of sound [GO:0007605]; visual perception [GO:0007601],GO:0000122; GO:0001822; GO:0003091; GO:0005516; GO:0005783; GO:0005788; GO:0005789; GO:0006983; GO:0007601; GO:0007605; GO:0017148; GO:0030141; GO:0030425; GO:0030672; GO:0030968; GO:0031016; GO:0031398; GO:0031625; GO:0032469; GO:0034976; GO:0036503; GO:0042048; GO:0042593; GO:0043066; GO:0043069; GO:0043524; GO:0045927; GO:0048306; GO:0050821; GO:0050877; GO:0051117; GO:0051247; GO:0051928; GO:0055074; GO:0070628; GO:0140297; GO:0140597; GO:1902236; GO:1903573; GO:1903892; GO:1904294; GO:2000675,dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; secretory granule [GO:0030141]; synaptic vesicle membrane [GO:0030672],ATPase binding [GO:0051117]; calcium-dependent protein binding [GO:0048306]; calmodulin binding [GO:0005516]; DNA-binding transcription factor binding [GO:0140297]; proteasome binding [GO:0070628]; protein carrier chaperone [GO:0140597]; ubiquitin protein ligase binding [GO:0031625],Wolframin
Porites_compressa_HIv1___TS.g38109.t1,Mechanosensory,,Q8CD54,7.71e-134,Piezo-type mechanosensitive ion channel component 2 (Protein FAM38B),detection of mechanical stimulus involved in sensory perception [GO:0050974]; monoatomic cation transport [GO:0006812]; regulation of membrane potential [GO:0042391]; response to mechanical stimulus [GO:0009612],GO:0005261; GO:0005886; GO:0006812; GO:0008381; GO:0009612; GO:0032420; GO:0032437; GO:0032809; GO:0042391; GO:0050974; GO:0140135,cuticular plate [GO:0032437]; neuronal cell body membrane [GO:0032809]; plasma membrane [GO:0005886]; stereocilium [GO:0032420],mechanosensitive monoatomic cation channel activity [GO:0140135]; mechanosensitive monoatomic ion channel activity [GO:0008381]; monoatomic cation channel activity [GO:0005261],Piezo-type mechanosensitive ion channel component 2
Porites_compressa_HIv1___TS.g38488.t1,calcium,,Q8CFG5,6.07e-70,Voltage-dependent calcium channel subunit alpha-2/delta-3 (Voltage-gated calcium channel subunit alpha-2/delta-3) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-3; Voltage-dependent calcium channel subunit delta-3],calcium ion transport [GO:0006816]; cellular response to insulin-like growth factor stimulus [GO:1990314]; regulation of presynapse organization [GO:0099174],GO:0005245; GO:0005246; GO:0005891; GO:0006816; GO:0046872; GO:0048787; GO:0098982; GO:0099174; GO:1990314,GABA-ergic synapse [GO:0098982]; presynaptic active zone membrane [GO:0048787]; voltage-gated calcium channel complex [GO:0005891],calcium channel regulator activity [GO:0005246]; metal ion binding [GO:0046872]; voltage-gated calcium channel activity [GO:0005245],Voltage-dependent calcium channel subunit alpha-2/delta-3
Porites_compressa_HIv1___TS.g38862.t1,TRP,,Q9QUQ5,7.08e-27,Short transient receptor potential channel 4 (TrpC4) (Capacitative calcium entry channel Trp4) (Receptor-activated cation channel TRP4),calcium ion import [GO:0070509]; gamma-aminobutyric acid secretion [GO:0014051]; oligodendrocyte differentiation [GO:0048709],GO:0005886; GO:0005901; GO:0005911; GO:0008013; GO:0009986; GO:0014051; GO:0015279; GO:0016323; GO:0030863; GO:0032991; GO:0034704; GO:0045121; GO:0045296; GO:0048709; GO:0070509; GO:0070679,basolateral plasma membrane [GO:0016323]; calcium channel complex [GO:0034704]; caveola [GO:0005901]; cell surface [GO:0009986]; cell-cell junction [GO:0005911]; cortical cytoskeleton [GO:0030863]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991],"beta-catenin binding [GO:0008013]; cadherin binding [GO:0045296]; inositol 1,4,5 trisphosphate binding [GO:0070679]; store-operated calcium channel activity [GO:0015279]",Short transient receptor potential channel 4
Porites_compressa_HIv1___TS.g3890.t1,SLC,,Q49SH1,1.41e-99,Sodium/potassium/calcium exchanger 5 (Na(+)/K(+)/Ca(2+)-exchange protein 5) (Protein golden) (Solute carrier family 24 member 5),calcium ion transmembrane transport [GO:0070588]; developmental pigmentation [GO:0048066]; intracellular calcium ion homeostasis [GO:0006874]; melanocyte differentiation [GO:0030318]; melanocyte migration [GO:0097324]; pigmentation [GO:0043473],GO:0005262; GO:0005802; GO:0006874; GO:0008273; GO:0015293; GO:0016020; GO:0030318; GO:0042470; GO:0043473; GO:0048066; GO:0070588; GO:0097324,melanosome [GO:0042470]; membrane [GO:0016020]; trans-Golgi network [GO:0005802],"calcium channel activity [GO:0005262]; calcium, potassium:sodium antiporter activity [GO:0008273]; symporter activity [GO:0015293]",Sodium/potassium/calcium exchanger 5
Porites_compressa_HIv1___TS.g38999.t1,"TRP, calcium",,Q9Y210,6.11e-74,Short transient receptor potential channel 6 (TrpC6) (Transient receptor protein 6) (TRP-6),calcium ion transmembrane transport [GO:0070588]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to hypoxia [GO:0071456]; monoatomic cation transport [GO:0006812]; negative regulation of dendrite morphogenesis [GO:0050774]; neuron differentiation [GO:0030182]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of ion transmembrane transporter activity [GO:0032414]; positive regulation of neuron differentiation [GO:0045666]; regulation of cytosolic calcium ion concentration [GO:0051480]; single fertilization [GO:0007338],GO:0003779; GO:0005261; GO:0005262; GO:0005737; GO:0005886; GO:0006812; GO:0007204; GO:0007338; GO:0015279; GO:0016020; GO:0030182; GO:0030276; GO:0032414; GO:0034703; GO:0036057; GO:0042803; GO:0042805; GO:0045666; GO:0050774; GO:0051117; GO:0051480; GO:0051928; GO:0070301; GO:0070588; GO:0070679; GO:0071456,cation channel complex [GO:0034703]; cytoplasm [GO:0005737]; membrane [GO:0016020]; plasma membrane [GO:0005886]; slit diaphragm [GO:0036057],"actin binding [GO:0003779]; actinin binding [GO:0042805]; ATPase binding [GO:0051117]; calcium channel activity [GO:0005262]; clathrin binding [GO:0030276]; inositol 1,4,5 trisphosphate binding [GO:0070679]; monoatomic cation channel activity [GO:0005261]; protein homodimerization activity [GO:0042803]; store-operated calcium channel activity [GO:0015279]",Short transient receptor potential channel 6
Porites_compressa_HIv1___TS.g39055.t1,SLC,,Q4R3Y4,0,Long-chain fatty acid transport protein 4 (FATP-4) (Fatty acid transport protein 4) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Solute carrier family 27 member 4) (Very long-chain acyl-CoA synthetase 4) (ACSVL4) (EC 6.2.1.-),long-chain fatty acid import into cell [GO:0044539]; medium-chain fatty acid transport [GO:0001579],GO:0000166; GO:0001579; GO:0005324; GO:0005789; GO:0005886; GO:0031957; GO:0044539; GO:0047676; GO:0090434,endoplasmic reticulum membrane [GO:0005789]; plasma membrane [GO:0005886],arachidonate-CoA ligase activity [GO:0047676]; long-chain fatty acid transmembrane transporter activity [GO:0005324]; nucleotide binding [GO:0000166]; oleoyl-CoA ligase activity [GO:0090434]; very long-chain fatty acid-CoA ligase activity [GO:0031957],Long-chain fatty acid transport protein 4
Porites_compressa_HIv1___TS.g39568.t1,SLC,,Q8WMS0,1.68e-101,UDP-galactose translocator (Solute carrier family 35 member A2) (UDP-galactose transporter) (UDP-Gal-Tr) (UGT),UDP-galactose transmembrane transport [GO:0072334],GO:0000139; GO:0005459; GO:0015297; GO:0072334,Golgi membrane [GO:0000139],antiporter activity [GO:0015297]; UDP-galactose transmembrane transporter activity [GO:0005459],UDP-galactose translocator
Porites_compressa_HIv1___TS.g40285.t1,PMCA,,Q16720,0,Plasma membrane calcium-transporting ATPase 3 (PMCA3) (EC 7.2.2.10) (Plasma membrane calcium ATPase isoform 3) (Plasma membrane calcium pump isoform 3),calcium ion export across plasma membrane [GO:1990034]; monoatomic ion transmembrane transport [GO:0034220]; regulation of cardiac conduction [GO:1903779]; regulation of cytosolic calcium ion concentration [GO:0051480],GO:0005388; GO:0005516; GO:0005524; GO:0005886; GO:0015085; GO:0016887; GO:0034220; GO:0042734; GO:0043231; GO:0046872; GO:0051480; GO:0098688; GO:0098978; GO:0098982; GO:1903561; GO:1903779; GO:1905056; GO:1990032; GO:1990034,extracellular vesicle [GO:1903561]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; intracellular membrane-bounded organelle [GO:0043231]; parallel fiber [GO:1990032]; parallel fiber to Purkinje cell synapse [GO:0098688]; plasma membrane [GO:0005886]; presynaptic membrane [GO:0042734],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; calcium ion transmembrane transporter activity [GO:0015085]; calmodulin binding [GO:0005516]; metal ion binding [GO:0046872]; P-type calcium transporter activity [GO:0005388]; P-type calcium transporter activity involved in regulation of presynaptic cytosolic calcium ion concentration [GO:1905056],Plasma membrane calcium-transporting ATPase 3
Porites_compressa_HIv1___TS.g40291.t2,SLC,,Q62687,1.9e-133,Sodium-dependent neutral amino acid transporter B(0)AT3 (Renal osmotic stress-induced Na-Cl organic solute cotransporter) (ROSIT) (Sodium- and chloride-dependent transporter XTRP2) (Solute carrier family 6 member 18) (System B(0) neutral amino acid transporter AT3),amino acid transmembrane transport [GO:0003333]; amino acid transport [GO:0006865]; hyperosmotic response [GO:0006972]; neurotransmitter transport [GO:0006836]; neutral amino acid transport [GO:0015804]; renal amino acid absorption [GO:1990297]; sodium ion transmembrane transport [GO:0035725],GO:0003333; GO:0005886; GO:0006836; GO:0006865; GO:0006972; GO:0015175; GO:0015804; GO:0016324; GO:0031526; GO:0035725; GO:0140931; GO:1990297,apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; plasma membrane [GO:0005886],neutral L-amino acid transmembrane transporter activity [GO:0015175]; neutral L-amino acid:sodium:chloride symporter activity [GO:0140931],Sodium-dependent neutral amino acid transporter B(0)AT3
Porites_compressa_HIv1___TS.g40636.t1b,calcium,,Q0IHF9,4.12e-61,Store-operated calcium entry-associated regulatory factor (SARAF) (SOCE-associated regulatory factor) (Transmembrane protein 66),calcium ion transport [GO:0006816]; regulation of store-operated calcium entry [GO:2001256],GO:0005789; GO:0006816; GO:0140268; GO:2001256,endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-plasma membrane contact site [GO:0140268],,Store-operated calcium entry-associated regulatory factor
Porites_compressa_HIv1___TS.g41217.t2,SLC,,Q9JJZ1,4.59e-81,"Solute carrier family 2, facilitated glucose transporter member 8 (Glucose transporter type 8) (GLUT-8) (Glucose transporter type X1)",D-glucose transmembrane transport [GO:1904659]; dehydroascorbic acid transport [GO:0070837]; fructose transmembrane transport [GO:0015755]; insulin receptor signaling pathway [GO:0008286]; male meiosis I [GO:0007141]; response to hypoxia [GO:0001666],GO:0001666; GO:0005353; GO:0005536; GO:0005886; GO:0007141; GO:0008021; GO:0008286; GO:0015755; GO:0016020; GO:0030659; GO:0033300; GO:0055056; GO:0070837; GO:1904659,cytoplasmic vesicle membrane [GO:0030659]; membrane [GO:0016020]; plasma membrane [GO:0005886]; synaptic vesicle [GO:0008021],D-glucose binding [GO:0005536]; D-glucose transmembrane transporter activity [GO:0055056]; dehydroascorbic acid transmembrane transporter activity [GO:0033300]; fructose transmembrane transporter activity [GO:0005353],"Solute carrier family 2, facilitated glucose transporter member 8"
Porites_compressa_HIv1___TS.g41478.t1,SLC,,Q5SVS4,3.79e-127,Kidney mitochondrial carrier protein 1 (Solute carrier family 25 member 30) (Uncoupling protein 6),inorganic anion transport [GO:0015698],GO:0005452; GO:0005739; GO:0005743; GO:0015698; GO:0022857,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],solute:inorganic anion antiporter activity [GO:0005452]; transmembrane transporter activity [GO:0022857],Kidney mitochondrial carrier protein 1
Porites_compressa_HIv1___TS.g41482.t1,SLC,,Q9NRA2,1.02e-27,Sialin (H(+)/nitrate cotransporter) (H(+)/sialic acid cotransporter) (AST) (Membrane glycoprotein HP59) (Solute carrier family 17 member 5) (Vesicular excitatory amino acid transporter) (VEAT),amino acid transport [GO:0006865]; monoatomic anion transport [GO:0006820]; monoatomic ion transport [GO:0006811]; neurotransmitter loading into synaptic vesicle [GO:0098700]; response to bacterium [GO:0009617]; sialic acid transport [GO:0015739],GO:0005351; GO:0005764; GO:0005765; GO:0005829; GO:0005886; GO:0006811; GO:0006820; GO:0006865; GO:0009617; GO:0015136; GO:0015538; GO:0015739; GO:0016020; GO:0016323; GO:0016324; GO:0030672; GO:0042880; GO:0098700; GO:0098978,apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; cytosol [GO:0005829]; glutamatergic synapse [GO:0098978]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; membrane [GO:0016020]; plasma membrane [GO:0005886]; synaptic vesicle membrane [GO:0030672],carbohydrate:proton symporter activity [GO:0005351]; D-glucuronate transmembrane transporter activity [GO:0042880]; sialic acid transmembrane transporter activity [GO:0015136]; sialic acid:proton symporter activity [GO:0015538],Sialin
Porites_compressa_HIv1___TS.g4907.t1,aquaporin,,P55088,5.41e-63,Aquaporin-4 (AQP-4) (Mercurial-insensitive water channel) (MIWC) (WCH4),cerebrospinal fluid circulation [GO:0090660]; cerebrospinal fluid secretion [GO:0033326]; establishment of localization in cell [GO:0051649]; intracellular water homeostasis [GO:0009992]; multicellular organismal-level water homeostasis [GO:0050891]; protein homotetramerization [GO:0051289]; renal water absorption [GO:0070295]; sensory perception of sound [GO:0007605]; water transport [GO:0006833],GO:0005576; GO:0005737; GO:0005886; GO:0005911; GO:0006833; GO:0007605; GO:0009992; GO:0010008; GO:0015250; GO:0016020; GO:0016323; GO:0033326; GO:0042383; GO:0050891; GO:0051289; GO:0051649; GO:0070295; GO:0090660; GO:0097450,astrocyte end-foot [GO:0097450]; basolateral plasma membrane [GO:0016323]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; endosome membrane [GO:0010008]; extracellular region [GO:0005576]; membrane [GO:0016020]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383],water channel activity [GO:0015250],Aquaporin-4
Porites_compressa_HIv1___TS.g4913.t1,SLC,,Q6GM59,2.24e-27,Monocarboxylate transporter 12 (MCT 12) (Solute carrier family 16 member 12),creatine transmembrane transport [GO:0015881]; creatinine metabolic process [GO:0046449],GO:0005308; GO:0005886; GO:0015292; GO:0015881; GO:0016323; GO:0022857; GO:0046449,basolateral plasma membrane [GO:0016323]; plasma membrane [GO:0005886],creatine transmembrane transporter activity [GO:0005308]; transmembrane transporter activity [GO:0022857]; uniporter activity [GO:0015292],Monocarboxylate transporter 12
Porites_compressa_HIv1___TS.g5.t1,SLC,,Q8NBS3,0,Solute carrier family 4 member 11 (Sodium borate cotransporter 1) (NaBC1),bicarbonate transport [GO:0015701]; borate transport [GO:0046713]; cellular hypotonic response [GO:0071476]; cellular response to oxidative stress [GO:0034599]; fluid transport [GO:0042044]; intracellular monoatomic cation homeostasis [GO:0030003]; monoatomic anion transport [GO:0006820]; monoatomic ion homeostasis [GO:0050801]; proton transmembrane transport [GO:1902600]; regulation of mesenchymal stem cell differentiation [GO:2000739]; regulation of mitochondrial membrane potential [GO:0051881]; sodium ion transport [GO:0006814]; transmembrane transport [GO:0055085],GO:0005272; GO:0005372; GO:0005452; GO:0005886; GO:0006814; GO:0006820; GO:0012506; GO:0015078; GO:0015106; GO:0015252; GO:0015293; GO:0015701; GO:0016323; GO:0016324; GO:0030003; GO:0034599; GO:0042044; GO:0046713; GO:0046715; GO:0046983; GO:0050801; GO:0051881; GO:0055085; GO:0071476; GO:1902600; GO:2000739,apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; plasma membrane [GO:0005886]; vesicle membrane [GO:0012506],active borate transmembrane transporter activity [GO:0046715]; bicarbonate transmembrane transporter activity [GO:0015106]; protein dimerization activity [GO:0046983]; proton channel activity [GO:0015252]; proton transmembrane transporter activity [GO:0015078]; sodium channel activity [GO:0005272]; solute:inorganic anion antiporter activity [GO:0005452]; symporter activity [GO:0015293]; water transmembrane transporter activity [GO:0005372],Solute carrier family 4 member 11
Porites_compressa_HIv1___TS.g5201.t1a,SLC,,Q922Q5,1.32e-73,Adenosine 3'-phospho 5'-phosphosulfate transporter 2 (Solute carrier family 35 member B3),5'-adenylyl sulfate transmembrane transport [GO:1902558],GO:0000139; GO:0005739; GO:0005802; GO:0015297; GO:0046964; GO:1902558,Golgi membrane [GO:0000139]; mitochondrion [GO:0005739]; trans-Golgi network [GO:0005802],3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity [GO:0046964]; antiporter activity [GO:0015297],Adenosine 3'-phospho 5'-phosphosulfate transporter 2
Porites_compressa_HIv1___TS.g5294.t1,calcium,,Q8CFG5,9.51e-52,Voltage-dependent calcium channel subunit alpha-2/delta-3 (Voltage-gated calcium channel subunit alpha-2/delta-3) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-3; Voltage-dependent calcium channel subunit delta-3],calcium ion transport [GO:0006816]; cellular response to insulin-like growth factor stimulus [GO:1990314]; regulation of presynapse organization [GO:0099174],GO:0005245; GO:0005246; GO:0005891; GO:0006816; GO:0046872; GO:0048787; GO:0098982; GO:0099174; GO:1990314,GABA-ergic synapse [GO:0098982]; presynaptic active zone membrane [GO:0048787]; voltage-gated calcium channel complex [GO:0005891],calcium channel regulator activity [GO:0005246]; metal ion binding [GO:0046872]; voltage-gated calcium channel activity [GO:0005245],Voltage-dependent calcium channel subunit alpha-2/delta-3
