gene_set,query,blast_hit,evalue,ProteinNames,BiologicalProcess,GOs,CellularComponent,MolecularFunction
SLC,Montipora_capitata_HIv3___RNAseq.g6440.t1,Q8C261,9.95e-100,Sodium/potassium/calcium exchanger 5 (Na(+)/K(+)/Ca(2+)-exchange protein 5) (Solute carrier family 24 member 5),calcium ion import [GO:0070509]; melanin biosynthetic process [GO:0042438]; monoatomic ion transmembrane transport [GO:0034220]; negative regulation of melanin biosynthetic process [GO:0048022],GO:0005802; GO:0008273; GO:0015085; GO:0015293; GO:0016020; GO:0034220; GO:0042438; GO:0042470; GO:0048022; GO:0070509,melanosome [GO:0042470]; membrane [GO:0016020]; trans-Golgi network [GO:0005802],"calcium ion transmembrane transporter activity [GO:0015085]; calcium, potassium:sodium antiporter activity [GO:0008273]; symporter activity [GO:0015293]"
SLC,Montipora_capitata_HIv3___RNAseq.g33941.t1,Q91Y77,1.35e-46,Monocarboxylate transporter 10 (MCT 10) (Aromatic amino acid transporter 1) (Solute carrier family 16 member 10) (T-type amino acid transporter 1),aromatic amino acid transport [GO:0015801]; thyroid hormone generation [GO:0006590]; thyroid hormone transport [GO:0070327]; thyroid-stimulating hormone secretion [GO:0070460],GO:0005302; GO:0005886; GO:0006590; GO:0015173; GO:0015192; GO:0015196; GO:0015349; GO:0015801; GO:0016323; GO:0022857; GO:0030054; GO:0043231; GO:0070327; GO:0070460,basolateral plasma membrane [GO:0016323]; cell junction [GO:0030054]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886],aromatic amino acid transmembrane transporter activity [GO:0015173]; L-phenylalanine transmembrane transporter activity [GO:0015192]; L-tryptophan transmembrane transporter activity [GO:0015196]; L-tyrosine transmembrane transporter activity [GO:0005302]; thyroid hormone transmembrane transporter activity [GO:0015349]; transmembrane transporter activity [GO:0022857]
SLC,Montipora_capitata_HIv3___TS.g47092.t1,Q91VE0,0,Long-chain fatty acid transport protein 4 (FATP-4) (Fatty acid transport protein 4) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Solute carrier family 27 member 4) (Very long-chain acyl-CoA synthetase 4) (ACSVL4) (EC 6.2.1.-),"establishment of localization in cell [GO:0051649]; fatty acid metabolic process [GO:0006631]; glucose import in response to insulin stimulus [GO:0044381]; lipid transport across blood-brain barrier [GO:1990379]; long-chain fatty acid import into cell [GO:0044539]; long-chain fatty acid metabolic process [GO:0001676]; long-chain fatty acid transport [GO:0015909]; medium-chain fatty acid transport [GO:0001579]; negative regulation of all-trans-retinyl-ester hydrolase, 11-cis retinol forming activity [GO:0062003]; negative regulation of insulin receptor signaling pathway [GO:0046627]; positive regulation of apoptotic process [GO:0043065]; response to nutrient [GO:0007584]; skin development [GO:0043588]; very long-chain fatty acid catabolic process [GO:0042760]; very long-chain fatty acid metabolic process [GO:0000038]",GO:0000038; GO:0000166; GO:0001579; GO:0001676; GO:0004467; GO:0005324; GO:0005783; GO:0005789; GO:0005886; GO:0005902; GO:0006631; GO:0007584; GO:0015909; GO:0031526; GO:0031957; GO:0042760; GO:0043065; GO:0043588; GO:0044381; GO:0044539; GO:0046627; GO:0047676; GO:0051649; GO:0062003; GO:0090433; GO:0090434; GO:1990379,brush border membrane [GO:0031526]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; microvillus [GO:0005902]; plasma membrane [GO:0005886],arachidonate-CoA ligase activity [GO:0047676]; long-chain fatty acid transmembrane transporter activity [GO:0005324]; long-chain fatty acid-CoA ligase activity [GO:0004467]; nucleotide binding [GO:0000166]; oleoyl-CoA ligase activity [GO:0090434]; palmitoyl-CoA ligase activity [GO:0090433]; very long-chain fatty acid-CoA ligase activity [GO:0031957]
SLC,Montipora_capitata_HIv3___TS.g20737.t2,Q6GNV7,4.45e-43,Solute carrier family 49 member 4 homolog (Disrupted in renal carcinoma protein 2 homolog),pyridoxine transport [GO:0031923],GO:0005765; GO:0016020; GO:0022857; GO:0031923; GO:0043231,intracellular membrane-bounded organelle [GO:0043231]; lysosomal membrane [GO:0005765]; membrane [GO:0016020],transmembrane transporter activity [GO:0022857]
SLC,Montipora_capitata_HIv3___RNAseq.g14155.t1,Q6P0D1,4.77e-125,Zinc transporter 6 (ZnT-6) (Solute carrier family 30 member 6),zinc ion import into Golgi lumen [GO:1904257]; zinc ion transport [GO:0006829],GO:0005385; GO:0005794; GO:0006829; GO:0032588; GO:1904257,Golgi apparatus [GO:0005794]; trans-Golgi network membrane [GO:0032588],zinc ion transmembrane transporter activity [GO:0005385]
SLC,Montipora_capitata_HIv3___RNAseq.g26991.t1,A6QQL0,8.37e-69,Solute carrier family 15 member 4 (Peptide/histidine transporter 1),"dipeptide import across plasma membrane [GO:0140206]; histidine transport [GO:0015817]; innate immune response [GO:0045087]; L-histidine transmembrane export from vacuole [GO:0089708]; mast cell homeostasis [GO:0033023]; peptidoglycan transport [GO:0015835]; positive regulation of innate immune response [GO:0045089]; positive regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway [GO:0070430]; positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070434]; positive regulation of toll-like receptor 7 signaling pathway [GO:0034157]; positive regulation of toll-like receptor 8 signaling pathway [GO:0034161]; positive regulation of toll-like receptor 9 signaling pathway [GO:0034165]; protein transport [GO:0015031]; regulation of isotype switching to IgG isotypes [GO:0048302]; regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway [GO:0070424]",GO:0005290; GO:0005765; GO:0015031; GO:0015333; GO:0015647; GO:0015817; GO:0015835; GO:0016020; GO:0031901; GO:0033023; GO:0034157; GO:0034161; GO:0034165; GO:0036020; GO:0045087; GO:0045089; GO:0048302; GO:0070424; GO:0070430; GO:0070434; GO:0071916; GO:0089708; GO:0140206,early endosome membrane [GO:0031901]; endolysosome membrane [GO:0036020]; lysosomal membrane [GO:0005765]; membrane [GO:0016020],dipeptide transmembrane transporter activity [GO:0071916]; L-histidine transmembrane transporter activity [GO:0005290]; peptide:proton symporter activity [GO:0015333]; peptidoglycan transmembrane transporter activity [GO:0015647]
SLC,Montipora_capitata_HIv3___TS.g12370.t1,Q17QZ3,2.18e-173,Sugar phosphate exchanger 3 (Solute carrier family 37 member 3),xenobiotic transmembrane transport [GO:0006855],GO:0005765; GO:0005789; GO:0006855; GO:0042910,endoplasmic reticulum membrane [GO:0005789]; lysosomal membrane [GO:0005765],xenobiotic transmembrane transporter activity [GO:0042910]
SLC,Montipora_capitata_HIv3___RNAseq.g13056.t1,G8XYX6,4.56e-14,Monocarboxylate transporter 8 (MCT 8) (Solute carrier family 16 member 2),brain development [GO:0007420]; central nervous system development [GO:0007417]; chordate embryonic development [GO:0043009]; locomotion [GO:0040011]; neuron differentiation [GO:0030182]; oligodendrocyte differentiation [GO:0048709]; optomotor response [GO:0071632]; regulation of thyroid hormone generation [GO:2000609]; Schwann cell differentiation [GO:0014037]; spinal cord development [GO:0021510]; spinal cord oligodendrocyte cell differentiation [GO:0021529]; thyroid gland development [GO:0030878]; thyroid hormone transport [GO:0070327]; transmission of nerve impulse [GO:0019226],GO:0005886; GO:0007417; GO:0007420; GO:0014037; GO:0015349; GO:0016324; GO:0019226; GO:0021510; GO:0021529; GO:0030182; GO:0030878; GO:0040011; GO:0043009; GO:0048709; GO:0070324; GO:0070327; GO:0071632; GO:2000609,apical plasma membrane [GO:0016324]; plasma membrane [GO:0005886],thyroid hormone binding [GO:0070324]; thyroid hormone transmembrane transporter activity [GO:0015349]
SLC,Montipora_capitata_HIv3___RNAseq.g41026.t1c,O15432,4.44e-7,Protein SLC31A2 (Copper transporter 2) (hCTR2) (Solute carrier family 31 member 2),copper ion import [GO:0015677]; copper ion transport [GO:0006825]; intracellular copper ion homeostasis [GO:0006878]; regulation of copper ion transmembrane transport [GO:1902311],GO:0005375; GO:0005765; GO:0005886; GO:0006825; GO:0006878; GO:0015677; GO:0031902; GO:0055037; GO:1902311,late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037],copper ion transmembrane transporter activity [GO:0005375]
SLC,Montipora_capitata_HIv3___TS.g32602.t1,Q6P5F6,8.55e-70,Zinc transporter ZIP10 (Solute carrier family 39 member 10) (Zrt- and Irt-like protein 10) (ZIP-10),epithelial to mesenchymal transition [GO:0001837]; intracellular zinc ion homeostasis [GO:0006882]; negative regulation of B cell apoptotic process [GO:0002903]; positive regulation of B cell proliferation [GO:0030890]; positive regulation of B cell receptor signaling pathway [GO:0050861]; zinc ion import across plasma membrane [GO:0071578]; zinc ion transmembrane transport [GO:0071577],GO:0001837; GO:0002903; GO:0005385; GO:0005886; GO:0006882; GO:0008160; GO:0016324; GO:0030890; GO:0050861; GO:0071577; GO:0071578,apical plasma membrane [GO:0016324]; plasma membrane [GO:0005886],protein tyrosine phosphatase activator activity [GO:0008160]; zinc ion transmembrane transporter activity [GO:0005385]
SLC,Montipora_capitata_HIv3___TS.g3665.t1,Q8HY24,1.32e-29,Organic anion transporter 3 (rOAT3) (Organic anion/dicarboxylate exchanger) (Solute carrier family 22 member 8),monoatomic ion transport [GO:0006811]; prostaglandin transport [GO:0015732]; response to toxic substance [GO:0009636],GO:0006811; GO:0008514; GO:0009636; GO:0015297; GO:0015732; GO:0016323; GO:0042910,basolateral plasma membrane [GO:0016323],antiporter activity [GO:0015297]; organic anion transmembrane transporter activity [GO:0008514]; xenobiotic transmembrane transporter activity [GO:0042910]
SLC,Montipora_capitata_HIv3___RNAseq.g23482.t1,Q9P2U8,2.99e-127,Vesicular glutamate transporter 2 (VGluT2) (Differentiation-associated BNPI) (Differentiation-associated Na(+)-dependent inorganic phosphate cotransporter) (Solute carrier family 17 member 6),"hyaloid vascular plexus regression [GO:1990384]; L-glutamate import [GO:0051938]; monoatomic ion transport [GO:0006811]; neurotransmitter loading into synaptic vesicle [GO:0098700]; phosphate ion homeostasis [GO:0055062]; phosphate ion transport [GO:0006817]; regulation of synapse structure or activity [GO:0050803]; sodium-dependent phosphate transport [GO:0044341]; synaptic transmission, glutamatergic [GO:0035249]",GO:0005254; GO:0005313; GO:0005326; GO:0005436; GO:0005886; GO:0006811; GO:0006817; GO:0015386; GO:0030672; GO:0034707; GO:0035249; GO:0043005; GO:0044341; GO:0050803; GO:0051938; GO:0055062; GO:0060076; GO:0098700; GO:0140788; GO:1990384,chloride channel complex [GO:0034707]; excitatory synapse [GO:0060076]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; synaptic vesicle membrane [GO:0030672],chloride channel activity [GO:0005254]; L-glutamate transmembrane transporter activity [GO:0005313]; L-glutamate uniporter activity [GO:0140788]; neurotransmitter transmembrane transporter activity [GO:0005326]; potassium:proton antiporter activity [GO:0015386]; sodium:phosphate symporter activity [GO:0005436]
SLC,Montipora_capitata_HIv3___RNAseq.g4956.t1,Q8BYF6,2.54e-128,Sodium-coupled monocarboxylate transporter 1 (Electrogenic sodium monocarboxylate cotransporter) (Solute carrier family 5 member 8),acetate transport [GO:0006846]; apoptotic process [GO:0006915]; chloride transport [GO:0006821]; iodide transport [GO:0015705]; monocarboxylic acid transport [GO:0015718]; nicotinate transport [GO:2001142]; nitrate transmembrane transport [GO:0015706]; propanoate transmembrane transport [GO:0015730]; pyruvate transport [GO:0006848]; short-chain fatty acid transmembrane transport [GO:0015913],GO:0000811; GO:0005343; GO:0006821; GO:0006846; GO:0006848; GO:0006915; GO:0015129; GO:0015552; GO:0015636; GO:0015705; GO:0015706; GO:0015718; GO:0015730; GO:0015913; GO:0016324; GO:0031526; GO:0140161; GO:2001142,apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; GINS complex [GO:0000811],lactate transmembrane transporter activity [GO:0015129]; monocarboxylate:sodium symporter activity [GO:0140161]; organic acid:sodium symporter activity [GO:0005343]; propionate transmembrane transporter activity [GO:0015552]; short-chain fatty acid transmembrane transporter activity [GO:0015636]
SLC,Montipora_capitata_HIv3___TS.g31347.t1,Q9NRA2,2.1e-135,Sialin (H(+)/nitrate cotransporter) (H(+)/sialic acid cotransporter) (AST) (Membrane glycoprotein HP59) (Solute carrier family 17 member 5) (Vesicular excitatory amino acid transporter) (VEAT),amino acid transport [GO:0006865]; monoatomic anion transport [GO:0006820]; monoatomic ion transport [GO:0006811]; neurotransmitter loading into synaptic vesicle [GO:0098700]; response to bacterium [GO:0009617]; sialic acid transport [GO:0015739],GO:0005351; GO:0005764; GO:0005765; GO:0005829; GO:0005886; GO:0006811; GO:0006820; GO:0006865; GO:0009617; GO:0015136; GO:0015538; GO:0015739; GO:0016020; GO:0016323; GO:0016324; GO:0030672; GO:0042880; GO:0098700; GO:0098978,apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; cytosol [GO:0005829]; glutamatergic synapse [GO:0098978]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; membrane [GO:0016020]; plasma membrane [GO:0005886]; synaptic vesicle membrane [GO:0030672],carbohydrate:proton symporter activity [GO:0005351]; D-glucuronate transmembrane transporter activity [GO:0042880]; sialic acid transmembrane transporter activity [GO:0015136]; sialic acid:proton symporter activity [GO:0015538]
SLC,Montipora_capitata_HIv3___RNAseq.g17088.t1,Q8BGK6,4.76e-62,Y+L amino acid transporter 2 (Solute carrier family 7 member 6) (y(+)L-type amino acid transporter 2) (Y+LAT2) (y+LAT-2),glycine betaine transport [GO:0031460]; L-arginine transmembrane transport [GO:1903826]; L-leucine transport [GO:0015820]; neutral amino acid transport [GO:0015804]; nitric oxide biosynthetic process [GO:0006809]; ornithine transport [GO:0015822],GO:0005886; GO:0006809; GO:0015804; GO:0015820; GO:0015822; GO:0031460; GO:0034618; GO:0061459; GO:0106439; GO:1903826,plasma membrane [GO:0005886],arginine binding [GO:0034618]; L-arginine transmembrane transporter activity [GO:0061459]; L-lysine:L-arginine antiporter activity [GO:0106439]
SLC,Montipora_capitata_HIv3___RNAseq.g35586.t1,A1L1W9,2.66e-76,Monocarboxylate transporter 10 (MCT 10) (Solute carrier family 16 member 10),aromatic amino acid transport [GO:0015801]; thyroid hormone transport [GO:0070327],GO:0005302; GO:0005886; GO:0015173; GO:0015192; GO:0015196; GO:0015349; GO:0015801; GO:0016323; GO:0022857; GO:0070327,basolateral plasma membrane [GO:0016323]; plasma membrane [GO:0005886],aromatic amino acid transmembrane transporter activity [GO:0015173]; L-phenylalanine transmembrane transporter activity [GO:0015192]; L-tryptophan transmembrane transporter activity [GO:0015196]; L-tyrosine transmembrane transporter activity [GO:0005302]; thyroid hormone transmembrane transporter activity [GO:0015349]; transmembrane transporter activity [GO:0022857]
SLC,Montipora_capitata_HIv3___RNAseq.g21314.t1,Q6INC8,1.76e-121,Vesicular glutamate transporter 1 (VGluT1) (Solute carrier family 17 member 7),"chloride transport [GO:0006821]; L-glutamate transmembrane transport [GO:0015813]; neurotransmitter loading into synaptic vesicle [GO:0098700]; phosphate ion transport [GO:0006817]; potassium ion transport [GO:0006813]; regulation of synapse structure or activity [GO:0050803]; sodium-dependent phosphate transport [GO:0044341]; synaptic transmission, glutamatergic [GO:0035249]",GO:0005254; GO:0005313; GO:0005326; GO:0005436; GO:0005886; GO:0006813; GO:0006817; GO:0006821; GO:0015386; GO:0015813; GO:0030672; GO:0034707; GO:0035249; GO:0043005; GO:0044341; GO:0050803; GO:0060076; GO:0098700; GO:0140787; GO:0140788,chloride channel complex [GO:0034707]; excitatory synapse [GO:0060076]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; synaptic vesicle membrane [GO:0030672],chloride channel activity [GO:0005254]; L-glutamate transmembrane transporter activity [GO:0005313]; L-glutamate uniporter activity [GO:0140788]; neurotransmitter transmembrane transporter activity [GO:0005326]; phosphate ion uniporter activity [GO:0140787]; potassium:proton antiporter activity [GO:0015386]; sodium:phosphate symporter activity [GO:0005436]
SLC,Montipora_capitata_HIv3___TS.g40377.t2a,Q6PF45,1.62e-66,Vesicular inhibitory amino acid transporter (GABA and glycine transporter) (Solute carrier family 32 member 1) (Vesicular GABA transporter) (xVIAAT),amino acid transmembrane transport [GO:0003333]; beta-alanine transport [GO:0001762]; gamma-aminobutyric acid import [GO:0051939]; gamma-aminobutyric acid transport [GO:0015812]; glycine transport [GO:0015816]; neurotransmitter transport [GO:0006836],GO:0001762; GO:0003333; GO:0005774; GO:0006836; GO:0008021; GO:0015179; GO:0015185; GO:0015187; GO:0015812; GO:0015816; GO:0030659; GO:0042995; GO:0051939; GO:0098793; GO:0140799; GO:0140800,cell projection [GO:0042995]; cytoplasmic vesicle membrane [GO:0030659]; presynapse [GO:0098793]; synaptic vesicle [GO:0008021]; vacuolar membrane [GO:0005774],gamma-aminobutyric acid transmembrane transporter activity [GO:0015185]; gamma-aminobutyric acid:proton antiporter activity [GO:0140800]; glycine transmembrane transporter activity [GO:0015187]; glycine:proton antiporter activity [GO:0140799]; L-amino acid transmembrane transporter activity [GO:0015179]
