query	blast_hit	evalue	ProteinNames	BiologicalProcess	GeneOntologyIDs	CellularComponent	MolecularFunction
Porites_compressa_HIv1___RNAseq.g19713.t1	B8VIU6	1.25e-22	Uncharacterized skeletal organic matrix protein 5 (Uncharacterized SOMP-5)		GO:0005576	extracellular region [GO:0005576]	
Porites_compressa_HIv1___RNAseq.g9183.t1	Q7TSU0	1.54e-44	Nuclear nucleic acid-binding protein C1D	apoptotic process [GO:0006915]; maturation of 5.8S rRNA [GO:0000460]; regulation of gene expression [GO:0010468]	GO:0000178; GO:0000460; GO:0003677; GO:0003723; GO:0005730; GO:0005737; GO:0006915; GO:0010468	cytoplasm [GO:0005737]; exosome (RNase complex) [GO:0000178]; nucleolus [GO:0005730]	DNA binding [GO:0003677]; RNA binding [GO:0003723]
Porites_compressa_HIv1___RNAseq.g6259.t1	O13033	2.26e-19	V(D)J recombination-activating protein 1 (RAG-1) [Includes: Endonuclease RAG1 (EC 3.1.-.-); E3 ubiquitin-protein ligase RAG1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase RAG1)]	adaptive immune response [GO:0002250]; B cell differentiation [GO:0030183]; chromatin organization [GO:0006325]; protein-DNA complex assembly [GO:0065004]; somatic diversification of immune receptors via germline recombination within a single locus [GO:0002562]; T cell differentiation in thymus [GO:0033077]; V(D)J recombination [GO:0033151]	GO:0000287; GO:0002250; GO:0002562; GO:0004519; GO:0004842; GO:0005634; GO:0006325; GO:0008270; GO:0030183; GO:0033077; GO:0033151; GO:0042393; GO:0042803; GO:0043565; GO:0046872; GO:0061630; GO:0065004; GO:0097519; GO:1905347	DNA recombinase complex [GO:0097519]; endodeoxyribonuclease complex [GO:1905347]; nucleus [GO:0005634]	endonuclease activity [GO:0004519]; histone binding [GO:0042393]; magnesium ion binding [GO:0000287]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]; sequence-specific DNA binding [GO:0043565]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
Porites_compressa_HIv1___RNAseq.g38610.t1	Q8WZ60	9.12e-11	Kelch-like protein 6	B cell receptor signaling pathway [GO:0050853]; germinal center formation [GO:0002467]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; response to bacterium [GO:0009617]	GO:0002467; GO:0005737; GO:0009617; GO:0031463; GO:0043161; GO:0050853; GO:1990756	Cul3-RING ubiquitin ligase complex [GO:0031463]; cytoplasm [GO:0005737]	ubiquitin-like ligase-substrate adaptor activity [GO:1990756]
Porites_compressa_HIv1___RNAseq.g32445.t1	Q99549	1.2e-41	M-phase phosphoprotein 8 (Two hybrid-associated protein 3 with RanBPM) (Twa3)	constitutive heterochromatin formation [GO:0140719]; negative regulation of gene expression via chromosomal CpG island methylation [GO:0044027]; negative regulation of gene expression, epigenetic [GO:0045814]; transposable element silencing by heterochromatin formation [GO:0141005]	GO:0000786; GO:0000792; GO:0003682; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0005886; GO:0035064; GO:0044027; GO:0045814; GO:0062072; GO:0140719; GO:0141005	cytoplasm [GO:0005737]; cytosol [GO:0005829]; heterochromatin [GO:0000792]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; nucleus [GO:0005634]; plasma membrane [GO:0005886]	chromatin binding [GO:0003682]; histone H3K9me2/3 reader activity [GO:0062072]; methylated histone binding [GO:0035064]
Porites_compressa_HIv1___RNAseq.g38797.t1	Q5I597	1.6e-153	Betaine--homocysteine S-methyltransferase 1 (EC 2.1.1.5)	amino-acid betaine catabolic process [GO:0006579]; L-methionine salvage [GO:0071267]; methylation [GO:0032259]	GO:0005634; GO:0005829; GO:0006579; GO:0008270; GO:0032259; GO:0047150; GO:0071267	cytosol [GO:0005829]; nucleus [GO:0005634]	betaine-homocysteine S-methyltransferase activity [GO:0047150]; zinc ion binding [GO:0008270]
Porites_compressa_HIv1___TS.g642.t1	Q9BTC0	4.09e-09	Death-inducer obliterator 1 (DIO-1) (hDido1) (Death-associated transcription factor 1) (DATF-1)	apoptotic signaling pathway [GO:0097190]; DNA-templated transcription [GO:0006351]; regulation of transcription by RNA polymerase II [GO:0006357]	GO:0003723; GO:0005634; GO:0005737; GO:0005819; GO:0006351; GO:0006357; GO:0008270; GO:0097190	cytoplasm [GO:0005737]; nucleus [GO:0005634]; spindle [GO:0005819]	RNA binding [GO:0003723]; zinc ion binding [GO:0008270]
Porites_compressa_HIv1___RNAseq.g28852.t1	Q3ZCF0	2.75e-80	Dynactin subunit 2	mitotic spindle organization [GO:0007052]	GO:0005737; GO:0005813; GO:0005869; GO:0005874; GO:0007052; GO:0016020; GO:0030286; GO:0031982	centrosome [GO:0005813]; cytoplasm [GO:0005737]; dynactin complex [GO:0005869]; dynein complex [GO:0030286]; membrane [GO:0016020]; microtubule [GO:0005874]; vesicle [GO:0031982]	
Porites_compressa_HIv1___RNAseq.g9181.t1	Q8BZ39	1.03e-21	Neuromedin-U receptor 2 (NMU-R2)	arachidonate secretion [GO:0050482]; grooming behavior [GO:0007625]; neuropeptide signaling pathway [GO:0007218]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; reduction of food intake in response to dietary excess [GO:0002023]; response to pain [GO:0048265]	GO:0001607; GO:0002023; GO:0005229; GO:0005525; GO:0005886; GO:0007200; GO:0007218; GO:0007625; GO:0008188; GO:0016020; GO:0042924; GO:0048265; GO:0050482	membrane [GO:0016020]; plasma membrane [GO:0005886]	GTP binding [GO:0005525]; intracellularly calcium-gated chloride channel activity [GO:0005229]; neuromedin U binding [GO:0042924]; neuromedin U receptor activity [GO:0001607]; neuropeptide receptor activity [GO:0008188]
Porites_compressa_HIv1___RNAseq.g32895.t1	Q3UVC0	1.17e-47	Kinase suppressor of Ras 2 (EC 2.7.11.1)	calcium-mediated signaling [GO:0019722]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of MAPK cascade [GO:0043410]	GO:0004674; GO:0005078; GO:0005524; GO:0005829; GO:0005886; GO:0008270; GO:0019722; GO:0031434; GO:0043410; GO:0106310; GO:0120162	cytosol [GO:0005829]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]; MAP-kinase scaffold activity [GO:0005078]; mitogen-activated protein kinase kinase binding [GO:0031434]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; zinc ion binding [GO:0008270]
Porites_compressa_HIv1___RNAseq.g24649.t1	Q9H8H3	6.15e-30	Thiol S-methyltransferase TMT1A (EC 2.1.1.9) (Methyltransferase-like protein 7A) (N6-adenosine-methyltransferase TMT1A) (EC 2.1.1.348) (Protein AAM-B) (Thiol methyltransferase 1A)	lncRNA processing [GO:0180035]; methylation [GO:0032259]; odontogenesis [GO:0042476]; osteoblast differentiation [GO:0001649]	GO:0001649; GO:0001734; GO:0005576; GO:0005783; GO:0005811; GO:0005829; GO:0008168; GO:0008173; GO:0016020; GO:0018708; GO:0032259; GO:0042476; GO:0180035; GO:1904724	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; lipid droplet [GO:0005811]; membrane [GO:0016020]; tertiary granule lumen [GO:1904724]	methyltransferase activity [GO:0008168]; mRNA m(6)A methyltransferase activity [GO:0001734]; RNA methyltransferase activity [GO:0008173]; thiol S-methyltransferase activity [GO:0018708]
Porites_compressa_HIv1___TS.g11407.t1	Q5QD25	1.5e-12	Trace amine-associated receptor 2 (TaR-2) (Trace amine receptor 2) (G-protein coupled receptor 58)	G protein-coupled receptor signaling pathway [GO:0007186]	GO:0001594; GO:0005886; GO:0007186	plasma membrane [GO:0005886]	trace-amine receptor activity [GO:0001594]
Porites_compressa_HIv1___RNAseq.g16688.t1	A6QQ21	8.45e-146	COP9 signalosome complex subunit 6 (SGN6) (Signalosome subunit 6)	protein deneddylation [GO:0000338]	GO:0000338; GO:0005737; GO:0008180; GO:0008237	COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]	metallopeptidase activity [GO:0008237]
Porites_compressa_HIv1___RNAseq.g17111.t1	Q6P5E4	0	UDP-glucose:glycoprotein glucosyltransferase 1 (UGT1) (EC 2.4.1.-) (UDP--Glc:glycoprotein glucosyltransferase) (UDP-glucose ceramide glucosyltransferase-like 1)	protein glycosylation [GO:0006486]	GO:0003980; GO:0005788; GO:0005793; GO:0006486; GO:0032991; GO:0051082	endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; protein-containing complex [GO:0032991]	UDP-glucose:glycoprotein glucosyltransferase activity [GO:0003980]; unfolded protein binding [GO:0051082]
Porites_compressa_HIv1___RNAseq.g19229.t1	Q5R5S1	1.14e-100	F-box only protein 21		GO:0003677		DNA binding [GO:0003677]
Porites_compressa_HIv1___RNAseq.g12801.t1	Q9Y106	3.16e-06	Protein mab-21-like	eye development [GO:0001654]	GO:0001654; GO:0005634; GO:0005737	cytoplasm [GO:0005737]; nucleus [GO:0005634]	
Porites_compressa_HIv1___RNAseq.g20283.t1	Q9BY79	4.83e-17	Membrane frizzled-related protein (Membrane-type frizzled-related protein)	embryo development ending in birth or egg hatching [GO:0009792]; eye photoreceptor cell development [GO:0042462]; retina development in camera-type eye [GO:0060041]; visual perception [GO:0007601]	GO:0007601; GO:0009792; GO:0016020; GO:0016324; GO:0042462; GO:0060041	apical plasma membrane [GO:0016324]; membrane [GO:0016020]	
Porites_compressa_HIv1___RNAseq.g19266.t1	P54965	1.62e-34	Bile salt hydrolase/transferase (BSH/T) (Bile acid amine N-acyltransferase) (EC 2.3.1.-) (Bile salt hydrolase) (BSH) (CBAH-1) (Choloylglycine hydrolase) (EC 3.5.1.24) (Conjugated bile acid hydrolase) (CBAH) (EC 3.5.1.-)	bile acid biosynthetic process [GO:0006699]	GO:0006699; GO:0016740; GO:0045302; GO:0047742		chenodeoxycholoyltaurine hydrolase activity [GO:0047742]; choloylglycine hydrolase activity [GO:0045302]; transferase activity [GO:0016740]
Porites_compressa_HIv1___RNAseq.g895.t1	Q86TZ1	6.63e-118	Tetratricopeptide repeat protein 6 (TPR repeat protein 6)				
Porites_compressa_HIv1___RNAseq.g32820.t1b	P14381	3.78e-76	Transposon TX1 uncharacterized 149 kDa protein (ORF 2)		GO:0003824		catalytic activity [GO:0003824]
Porites_compressa_HIv1___RNAseq.g5321.t1	Q8R5F3	8.59e-60	ADP-ribose glycohydrolase OARD1 (O-acetyl-ADP-ribose deacetylase 1) (EC 3.5.1.-) (Terminal ADP-ribose protein glycohydrolase 1) ([Protein ADP-ribosylglutamate] hydrolase OARD1) (EC 3.2.2.-)	DNA damage response [GO:0006974]; peptidyl-glutamate ADP-deribosylation [GO:0140291]; protein de-ADP-ribosylation [GO:0051725]; purine nucleoside metabolic process [GO:0042278]	GO:0001883; GO:0005654; GO:0005730; GO:0006974; GO:0042278; GO:0051725; GO:0061463; GO:0090734; GO:0140291; GO:0140293	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; site of DNA damage [GO:0090734]	ADP-ribosylglutamate hydrolase activity [GO:0140293]; O-acetyl-ADP-ribose deacetylase activity [GO:0061463]; purine nucleoside binding [GO:0001883]
Porites_compressa_HIv1___TS.g9781.t1	Q8IVG5	1.63e-17	Sterile alpha motif domain-containing protein 9-like (SAM domain-containing protein 9-like)		GO:0005737; GO:0005739; GO:0005769	cytoplasm [GO:0005737]; early endosome [GO:0005769]; mitochondrion [GO:0005739]	
Porites_compressa_HIv1___RNAseq.g13114.t1	Q60855	2.12e-09	Receptor-interacting serine/threonine-protein kinase 1 (EC 2.7.11.1) (Cell death protein RIP) (Receptor-interacting protein 1) (RIP-1)	amyloid fibril formation [GO:1990000]; apoptotic process [GO:0006915]; cellular response to growth factor stimulus [GO:0071363]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to tumor necrosis factor [GO:0071356]; extrinsic apoptotic signaling pathway via death domain receptors [GO:0008625]; inflammatory response [GO:0006954]; intracellular signal transduction [GO:0035556]; necroptotic process [GO:0070266]; necroptotic signaling pathway [GO:0097527]; negative regulation of apoptotic process [GO:0043066]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001240]; negative regulation of necroptotic process [GO:0060546]; peptidyl-serine autophosphorylation [GO:0036289]; positive regulation of apoptotic process [GO:0043065]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of execution phase of apoptosis [GO:1900119]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; positive regulation of inflammatory response [GO:0050729]; positive regulation of interleukin-6-mediated signaling pathway [GO:0070105]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of JNK cascade [GO:0046330]; positive regulation of macrophage differentiation [GO:0045651]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of miRNA processing [GO:1903800]; positive regulation of necroptotic process [GO:0060545]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of non-canonical NF-kappaB signal transduction [GO:1901224]; positive regulation of phosphorylation [GO:0042327]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of tumor necrosis factor production [GO:0032760]; positive regulation of tumor necrosis factor-mediated signaling pathway [GO:1903265]; programmed necrotic cell death [GO:0097300]; protein autophosphorylation [GO:0046777]; protein catabolic process [GO:0030163]; regulation of reactive oxygen species metabolic process [GO:2000377]; ripoptosome assembly [GO:0097343]; ripoptosome assembly involved in necroptotic process [GO:1901026]; T cell apoptotic process [GO:0070231]; tumor necrosis factor-mediated signaling pathway [GO:0033209]	GO:0001934; GO:0004672; GO:0004674; GO:0005123; GO:0005524; GO:0005739; GO:0006915; GO:0006954; GO:0008625; GO:0030163; GO:0031264; GO:0031625; GO:0032757; GO:0032760; GO:0033209; GO:0035556; GO:0035591; GO:0036289; GO:0042327; GO:0042803; GO:0043065; GO:0043066; GO:0043123; GO:0043124; GO:0043235; GO:0043410; GO:0043525; GO:0044877; GO:0045651; GO:0045944; GO:0046330; GO:0046777; GO:0050729; GO:0051092; GO:0060545; GO:0060546; GO:0070105; GO:0070231; GO:0070266; GO:0070301; GO:0070513; GO:0071356; GO:0071363; GO:0097300; GO:0097342; GO:0097343; GO:0097527; GO:0106310; GO:1900119; GO:1901026; GO:1901224; GO:1903265; GO:1903800; GO:1990000; GO:2000377; GO:2001237; GO:2001238; GO:2001240	death-inducing signaling complex [GO:0031264]; mitochondrion [GO:0005739]; receptor complex [GO:0043235]; ripoptosome [GO:0097342]	ATP binding [GO:0005524]; death domain binding [GO:0070513]; death receptor binding [GO:0005123]; protein homodimerization activity [GO:0042803]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein-containing complex binding [GO:0044877]; signaling adaptor activity [GO:0035591]; ubiquitin protein ligase binding [GO:0031625]
Porites_compressa_HIv1___RNAseq.g1643.t1	O89026	4.25e-12	Roundabout homolog 1	aorta development [GO:0035904]; aortic valve morphogenesis [GO:0003180]; axon guidance [GO:0007411]; axon midline choice point recognition [GO:0016199]; chemotaxis [GO:0006935]; coronary vasculature development [GO:0060976]; endocardial cushion formation [GO:0003272]; heart development [GO:0007507]; heart induction [GO:0003129]; kidney development [GO:0001822]; mammary duct terminal end bud growth [GO:0060763]; negative regulation of cell migration [GO:0030336]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of gene expression [GO:0010629]; olfactory bulb interneuron development [GO:0021891]; outflow tract septum morphogenesis [GO:0003148]; positive regulation of gene expression [GO:0010628]; positive regulation of Notch signaling pathway [GO:0045747]; positive regulation of Rho protein signal transduction [GO:0035025]; pulmonary valve morphogenesis [GO:0003184]; Roundabout signaling pathway [GO:0035385]; ventricular septum development [GO:0003281]; ventricular septum morphogenesis [GO:0060412]	GO:0001822; GO:0003129; GO:0003148; GO:0003180; GO:0003184; GO:0003272; GO:0003281; GO:0005886; GO:0006935; GO:0007411; GO:0007507; GO:0008046; GO:0008285; GO:0010628; GO:0010629; GO:0016199; GO:0021891; GO:0030336; GO:0030673; GO:0033116; GO:0035025; GO:0035385; GO:0035904; GO:0045747; GO:0060412; GO:0060763; GO:0060976	axolemma [GO:0030673]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; plasma membrane [GO:0005886]	axon guidance receptor activity [GO:0008046]
Porites_compressa_HIv1___RNAseq.g11782.t1	Q6L8S8	3.49e-92	Beta-1,4-N-acetylgalactosaminyltransferase 3 (Beta4GalNAc-T3) (Beta4GalNAcT3) (EC 2.4.1.244) (Beta-1,4-N-acetylgalactosaminyltransferase III) (N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 2) (NGalNAc-T2)		GO:0008376; GO:0032580; GO:0033842; GO:0047238	Golgi cisterna membrane [GO:0032580]	acetylgalactosaminyltransferase activity [GO:0008376]; glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity [GO:0047238]; N-acetyl-beta-glucosaminyl-derivative 4-beta-N-acetylgalactosaminyltransferase activity [GO:0033842]
Porites_compressa_HIv1___RNAseq.g22644.t1	Q9WUP7	3.33e-156	Ubiquitin carboxyl-terminal hydrolase isozyme L5 (UCH-L5) (EC 3.4.19.12) (Ubiquitin C-terminal hydrolase UCH37) (Ubiquitin thioesterase L5)	chromatin remodeling [GO:0006338]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; forebrain morphogenesis [GO:0048853]; lateral ventricle development [GO:0021670]; midbrain development [GO:0030901]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; positive regulation of DNA repair [GO:0045739]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of smoothened signaling pathway [GO:0045880]; positive regulation of telomere maintenance in response to DNA damage [GO:1904507]; protein deubiquitination [GO:0016579]; regulation of cell cycle [GO:0051726]; regulation of chromosome organization [GO:0033044]; regulation of DNA repair [GO:0006282]; regulation of DNA replication [GO:0006275]; regulation of DNA strand elongation [GO:0060382]; regulation of embryonic development [GO:0045995]; telomere maintenance [GO:0000723]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0000502; GO:0000723; GO:0004843; GO:0004866; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0006275; GO:0006281; GO:0006282; GO:0006310; GO:0006338; GO:0006511; GO:0016579; GO:0021670; GO:0030901; GO:0031011; GO:0032435; GO:0033044; GO:0045739; GO:0045880; GO:0045893; GO:0045995; GO:0048853; GO:0051726; GO:0060382; GO:0070628; GO:1904507	cytosol [GO:0005829]; Ino80 complex [GO:0031011]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome complex [GO:0000502]	cysteine-type deubiquitinase activity [GO:0004843]; endopeptidase inhibitor activity [GO:0004866]; proteasome binding [GO:0070628]
Porites_compressa_HIv1___RNAseq.g34097.t1	Q969Q5	2.17e-81	Ras-related protein Rab-24 (EC 3.6.5.2)	attachment of spindle microtubules to kinetochore [GO:0008608]; autophagy [GO:0006914]; intracellular protein transport [GO:0006886]; meiotic nuclear division [GO:0140013]; oocyte maturation [GO:0001556]	GO:0000421; GO:0001556; GO:0003924; GO:0003925; GO:0005525; GO:0005739; GO:0005768; GO:0005776; GO:0005819; GO:0005829; GO:0005886; GO:0006886; GO:0006914; GO:0008608; GO:0012505; GO:0030139; GO:0030667; GO:0048471; GO:0140013	autophagosome [GO:0005776]; autophagosome membrane [GO:0000421]; cytosol [GO:0005829]; endocytic vesicle [GO:0030139]; endomembrane system [GO:0012505]; endosome [GO:0005768]; mitochondrion [GO:0005739]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667]; spindle [GO:0005819]	G protein activity [GO:0003925]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]
Porites_compressa_HIv1___RNAseq.g13398.t1	Q8TF66	5.6e-40	Leucine-rich repeat-containing protein 15 (Leucine-rich repeat protein induced by beta-amyloid homolog) (hLib)	host-mediated suppression of symbiont invasion [GO:0046597]; negative regulation of protein localization to plasma membrane [GO:1903077]; positive regulation of cell migration [GO:0030335]; receptor-mediated virion attachment to host cell [GO:0046813]	GO:0001968; GO:0005518; GO:0005615; GO:0005886; GO:0016324; GO:0030335; GO:0031012; GO:0043236; GO:0046597; GO:0046813; GO:0070062; GO:0140311; GO:1903077	apical plasma membrane [GO:0016324]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]	collagen binding [GO:0005518]; fibronectin binding [GO:0001968]; laminin binding [GO:0043236]; protein sequestering activity [GO:0140311]
Porites_compressa_HIv1___RNAseq.g1339.t1	Q7LGC8	5.32e-09	Carbohydrate sulfotransferase 3 (EC 2.8.2.17) (EC 2.8.2.21) (Chondroitin 6-O-sulfotransferase 1) (C6ST-1) (Chondroitin 6-sulfotransferase) (C6ST) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 0) (GST-0)	carbohydrate metabolic process [GO:0005975]; chondroitin sulfate proteoglycan biosynthetic process [GO:0050650]; N-acetylglucosamine metabolic process [GO:0006044]; sulfur compound metabolic process [GO:0006790]; T cell homeostasis [GO:0043029]	GO:0000139; GO:0001517; GO:0005975; GO:0006044; GO:0006790; GO:0008459; GO:0043029; GO:0050650	Golgi membrane [GO:0000139]	chondroitin 6-sulfotransferase activity [GO:0008459]; N-acetylglucosamine 6-O-sulfotransferase activity [GO:0001517]
Porites_compressa_HIv1___RNAseq.g9518.t1	Q8NBS9	1.62e-100	Thioredoxin domain-containing protein 5 (EC 1.8.4.-) (EC 5.3.4.1) (Endoplasmic reticulum resident protein 46) (ER protein 46) (ERp46) (Thioredoxin-like protein p46)	negative regulation of apoptotic process [GO:0043066]; protein folding [GO:0006457]	GO:0003756; GO:0005576; GO:0005783; GO:0005788; GO:0006457; GO:0015035; GO:0035578; GO:0043066; GO:0043202; GO:0070062	azurophil granule lumen [GO:0035578]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; lysosomal lumen [GO:0043202]	protein disulfide isomerase activity [GO:0003756]; protein-disulfide reductase activity [GO:0015035]
Porites_compressa_HIv1___RNAseq.g1258.t1	Q3URQ0	2.41e-77	Testis-expressed protein 10		GO:0005730; GO:0005739; GO:0071339	mitochondrion [GO:0005739]; MLL1 complex [GO:0071339]; nucleolus [GO:0005730]	
Porites_compressa_HIv1___RNAseq.g6455.t1	Q6RI86	8.38e-109	Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor)	calcium ion transmembrane import into cytosol [GO:0097553]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; cell surface receptor signaling pathway [GO:0007166]; cellular response to caffeine [GO:0071313]; cellular response to carbon dioxide [GO:0071244]; cellular response to cold [GO:0070417]; cellular response to food [GO:0071240]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to toxic substance [GO:0097237]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of mechanical stimulus involved in sensory perception [GO:0050974]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; intracellular calcium ion homeostasis [GO:0006874]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of monoatomic anion transport [GO:1903793]; protein homotetramerization [GO:0051289]; regulation of blood circulation [GO:1903522]; regulation of neuronal action potential [GO:0098908]; response to cold [GO:0009409]; response to hydrogen peroxide [GO:0042542]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; sensory perception of pain [GO:0019233]; thermoception [GO:0050955]; urinary bladder smooth muscle contraction [GO:0014832]	GO:0005216; GO:0005245; GO:0005262; GO:0005886; GO:0006816; GO:0006874; GO:0007166; GO:0009409; GO:0009410; GO:0014832; GO:0015267; GO:0015278; GO:0016324; GO:0019233; GO:0030424; GO:0032421; GO:0034605; GO:0035774; GO:0042542; GO:0042802; GO:0046872; GO:0048265; GO:0050955; GO:0050966; GO:0050968; GO:0050974; GO:0051289; GO:0070301; GO:0070417; GO:0070588; GO:0071240; GO:0071244; GO:0071313; GO:0097237; GO:0097553; GO:0097604; GO:0098908; GO:1903522; GO:1903793; GO:1990760	apical plasma membrane [GO:0016324]; axon [GO:0030424]; plasma membrane [GO:0005886]; stereocilium bundle [GO:0032421]	calcium channel activity [GO:0005262]; channel activity [GO:0015267]; identical protein binding [GO:0042802]; intracellularly gated calcium channel activity [GO:0015278]; metal ion binding [GO:0046872]; monoatomic ion channel activity [GO:0005216]; osmolarity-sensing monoatomic cation channel activity [GO:1990760]; temperature-gated cation channel activity [GO:0097604]; voltage-gated calcium channel activity [GO:0005245]
Porites_compressa_HIv1___TS.g16122.t1	P30648	7.95e-07	Probable deoxycytidylate deaminase (EC 3.5.4.12) (dCMP deaminase)	cytidine deamination [GO:0009972]; dTMP biosynthetic process [GO:0006231]; dUMP biosynthetic process [GO:0006226]	GO:0004132; GO:0005737; GO:0006226; GO:0006231; GO:0008270; GO:0009972	cytoplasm [GO:0005737]	dCMP deaminase activity [GO:0004132]; zinc ion binding [GO:0008270]
Porites_compressa_HIv1___RNAseq.g20787.t1	B0JZG0	0	Solute carrier family 23 member 2 (Na(+)/L-ascorbic acid transporter 2) (Sodium-dependent vitamin C transporter 2)	sodium ion transport [GO:0006814]	GO:0005886; GO:0006814; GO:0015293	plasma membrane [GO:0005886]	symporter activity [GO:0015293]
Porites_compressa_HIv1___RNAseq.g17891.t1	Q9P209	5.4e-92	Centrosomal protein of 72 kDa (Cep72)	centriole replication [GO:0007099]; gamma-tubulin complex localization [GO:0033566]; regulation of protein localization to centrosome [GO:1904779]; spindle organization [GO:0007051]	GO:0005813; GO:0005829; GO:0007051; GO:0007099; GO:0033566; GO:0034451; GO:0036064; GO:0042802; GO:1904779	centriolar satellite [GO:0034451]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cytosol [GO:0005829]	identical protein binding [GO:0042802]
