query,gene_set,Bhattacharya_ID,blast_hit,evalue,ProteinNames,BiologicalProcess,GOs,CellularComponent,MolecularFunction,short_name
Pocillopora_acuta_HIv2___RNAseq.g8989.t1,SLC,,G8XYX6,4.37e-49,Monocarboxylate transporter 8 (MCT 8) (Solute carrier family 16 member 2),brain development [GO:0007420]; central nervous system development [GO:0007417]; chordate embryonic development [GO:0043009]; locomotion [GO:0040011]; neuron differentiation [GO:0030182]; oligodendrocyte differentiation [GO:0048709]; optomotor response [GO:0071632]; regulation of thyroid hormone generation [GO:2000609]; Schwann cell differentiation [GO:0014037]; spinal cord development [GO:0021510]; spinal cord oligodendrocyte cell differentiation [GO:0021529]; thyroid gland development [GO:0030878]; thyroid hormone transport [GO:0070327]; transmission of nerve impulse [GO:0019226],GO:0005886; GO:0007417; GO:0007420; GO:0014037; GO:0015349; GO:0016324; GO:0019226; GO:0021510; GO:0021529; GO:0030182; GO:0030878; GO:0040011; GO:0043009; GO:0048709; GO:0070324; GO:0070327; GO:0071632; GO:2000609,apical plasma membrane [GO:0016324]; plasma membrane [GO:0005886],thyroid hormone binding [GO:0070324]; thyroid hormone transmembrane transporter activity [GO:0015349],Monocarboxylate transporter 8
Pocillopora_acuta_HIv2___RNAseq.g9102.t1,ER_calcium,,Q6DGW9,6.97e-90,Calcium load-activated calcium channel (CLAC channel) (GEL complex subunit TMCO1) (Transmembrane and coiled-coil domain-containing protein 1),calcium ion transmembrane transport [GO:0070588]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; ER overload response [GO:0006983]; multi-pass transmembrane protein insertion into ER membrane [GO:0160063],GO:0000139; GO:0005262; GO:0005737; GO:0005783; GO:0005789; GO:0006983; GO:0032469; GO:0043022; GO:0070588; GO:0160063; GO:0160064,cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; multi-pass translocon complex [GO:0160064],calcium channel activity [GO:0005262]; ribosome binding [GO:0043022],Calcium load-activated calcium channel
Pocillopora_acuta_HIv2___RNAseq.g9122.t1,SLC,,Q9UBH6,0,Solute carrier family 53 member 1 (Phosphate exporter SLC53A1) (Protein SYG1 homolog) (Xenotropic and polytropic murine leukemia virus receptor X3) (X-receptor) (Xenotropic and polytropic retrovirus receptor 1),cellular response to phosphate starvation [GO:0016036]; intracellular phosphate ion homeostasis [GO:0030643]; phosphate ion transmembrane transport [GO:0035435]; phosphate ion transport [GO:0006817]; response to virus [GO:0009615],GO:0000822; GO:0001618; GO:0005315; GO:0005886; GO:0006817; GO:0009615; GO:0015562; GO:0016036; GO:0030643; GO:0035435,plasma membrane [GO:0005886],efflux transmembrane transporter activity [GO:0015562]; inositol hexakisphosphate binding [GO:0000822]; phosphate transmembrane transporter activity [GO:0005315]; virus receptor activity [GO:0001618],Solute carrier family 53 member 1
Pocillopora_acuta_HIv2___RNAseq.g9125.t1,calcium,,Q9SW97,2.21e-20,Glutamate receptor 3.5 (Ionotropic glutamate receptor GLR6) (Ligand-gated ion channel 3.5),calcium ion transport [GO:0006816]; calcium-mediated signaling [GO:0019722]; cellular response to amino acid stimulus [GO:0071230],GO:0005262; GO:0005886; GO:0006816; GO:0008066; GO:0015276; GO:0019722; GO:0071230,plasma membrane [GO:0005886],calcium channel activity [GO:0005262]; glutamate receptor activity [GO:0008066]; ligand-gated monoatomic ion channel activity [GO:0015276],Glutamate receptor 3.5
Pocillopora_acuta_HIv2___RNAseq.g9146.t1,SLC,,Q5XH95,0,Calcium-binding mitochondrial carrier protein SCaMC-2 (Small calcium-binding mitochondrial carrier protein 2) (Solute carrier family 25 member 25),transmembrane transport [GO:0055085],GO:0005509; GO:0005743; GO:0055085,mitochondrial inner membrane [GO:0005743],calcium ion binding [GO:0005509],Calcium-binding mitochondrial carrier protein SCaMC-2
Pocillopora_acuta_HIv2___RNAseq.g9188.t1,"TRP, Bhattacharya2016",MCOLN3,Q8R4F0,1.57e-124,Mucolipin-3 (Transient receptor potential channel mucolipin 3) (TRPML3),inner ear auditory receptor cell differentiation [GO:0042491]; locomotory behavior [GO:0007626],GO:0000421; GO:0005253; GO:0005267; GO:0005272; GO:0005737; GO:0005886; GO:0007626; GO:0008289; GO:0031901; GO:0031902; GO:0042491; GO:0060171,autophagosome membrane [GO:0000421]; cytoplasm [GO:0005737]; early endosome membrane [GO:0031901]; late endosome membrane [GO:0031902]; plasma membrane [GO:0005886]; stereocilium membrane [GO:0060171],lipid binding [GO:0008289]; monoatomic anion channel activity [GO:0005253]; potassium channel activity [GO:0005267]; sodium channel activity [GO:0005272],MCOLN3
Pocillopora_acuta_HIv2___RNAseq.g9267.t1,SLC,,Q96K37,5.94e-75,Solute carrier family 35 member E1,transmembrane transport [GO:0055085],GO:0005794; GO:0015297; GO:0016020; GO:0055085,Golgi apparatus [GO:0005794]; membrane [GO:0016020],antiporter activity [GO:0015297],Solute carrier family 35 member E1
Pocillopora_acuta_HIv2___RNAseq.g9268.t1,SLC,,P30531,1.7e-168,Sodium- and chloride-dependent GABA transporter 1 (GAT-1) (Solute carrier family 6 member 1),amino acid transport [GO:0006865]; associative learning [GO:0008306]; chemical synaptic transmission [GO:0007268]; chloride transmembrane transport [GO:1902476]; gamma-aminobutyric acid import [GO:0051939]; gamma-aminobutyric acid reuptake [GO:0051936]; inorganic anion import across plasma membrane [GO:0098658]; memory [GO:0007613]; sodium ion import across plasma membrane [GO:0098719]; sodium ion transmembrane transport [GO:0035725]; synapse organization [GO:0050808]; transport across blood-brain barrier [GO:0150104],GO:0005332; GO:0005886; GO:0006865; GO:0007268; GO:0007613; GO:0008306; GO:0009986; GO:0015185; GO:0015378; GO:0016020; GO:0030424; GO:0035725; GO:0043025; GO:0046872; GO:0050808; GO:0051936; GO:0051939; GO:0098658; GO:0098719; GO:0098793; GO:0098982; GO:0150104; GO:1902476,axon [GO:0030424]; cell surface [GO:0009986]; GABA-ergic synapse [GO:0098982]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; presynapse [GO:0098793],gamma-aminobutyric acid transmembrane transporter activity [GO:0015185]; gamma-aminobutyric acid:sodium:chloride symporter activity [GO:0005332]; metal ion binding [GO:0046872]; sodium:chloride symporter activity [GO:0015378],Sodium- and chloride-dependent GABA transporter 1
Pocillopora_acuta_HIv2___RNAseq.g9326.t1,calcium,,Q05941,2.76e-62,Neuronal acetylcholine receptor subunit alpha-7 (nAChR7) (Nicotinic acetylcholine receptor subunit alpha-7),"acetylcholine receptor signaling pathway [GO:0095500]; associative learning [GO:0008306]; B cell activation [GO:0042113]; behavioral response to ethanol [GO:0048149]; behavioral response to nicotine [GO:0035095]; calcium ion transport [GO:0006816]; chemical synaptic transmission [GO:0007268]; cognition [GO:0050890]; dendrite arborization [GO:0140059]; dendritic spine organization [GO:0097061]; dopamine biosynthetic process [GO:0042416]; endocytosis [GO:0006897]; establishment of localization in cell [GO:0051649]; excitatory postsynaptic potential [GO:0060079]; flagellated sperm motility [GO:0030317]; generation of ovulation cycle rhythm [GO:0060112]; intracellular calcium ion homeostasis [GO:0006874]; learning or memory [GO:0007611]; ligand-gated ion channel signaling pathway [GO:1990806]; memory [GO:0007613]; modulation of chemical synaptic transmission [GO:0050804]; modulation of excitatory postsynaptic potential [GO:0098815]; monoatomic ion transmembrane transport [GO:0034220]; monoatomic ion transport [GO:0006811]; negative regulation of amyloid-beta formation [GO:1902430]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of inflammatory response [GO:0050728]; negative regulation of interleukin-1 beta production [GO:0032691]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of tumor necrosis factor production [GO:0032720]; neuronal action potential [GO:0019228]; ovulation cycle [GO:0042698]; positive regulation of amyloid-beta formation [GO:1902004]; positive regulation of angiogenesis [GO:0045766]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of excitatory postsynaptic potential [GO:2000463]; positive regulation of gene expression [GO:0010628]; positive regulation of heart rate involved in baroreceptor response to decreased systemic arterial blood pressure [GO:0001988]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of protein metabolic process [GO:0051247]; presynaptic modulation of chemical synaptic transmission [GO:0099171]; regulation of amyloid fibril formation [GO:1905906]; regulation of amyloid precursor protein catabolic process [GO:1902991]; regulation of inflammatory response [GO:0050727]; regulation of membrane potential [GO:0042391]; regulation of norepinephrine secretion [GO:0014061]; regulation of response to drug [GO:2001023]; regulation of synapse structural plasticity [GO:0051823]; regulation of synaptic transmission, dopaminergic [GO:0032225]; response to acetylcholine [GO:1905144]; response to amyloid-beta [GO:1904645]; response to carbamate [GO:0046681]; response to cold [GO:0009409]; response to ethanol [GO:0045471]; response to food [GO:0032094]; response to hypoxia [GO:0001666]; response to nicotine [GO:0035094]; sensory processing [GO:0050893]; signal transduction [GO:0007165]; synapse organization [GO:0050808]; synaptic transmission involved in micturition [GO:0060084]; synaptic transmission, cholinergic [GO:0007271]; T cell activation [GO:0042110]",GO:0001540; GO:0001666; GO:0001988; GO:0004888; GO:0005216; GO:0005789; GO:0005886; GO:0005892; GO:0006811; GO:0006816; GO:0006874; GO:0006897; GO:0007165; GO:0007268; GO:0007271; GO:0007611; GO:0007613; GO:0008179; GO:0008284; GO:0008306; GO:0009409; GO:0009897; GO:0010628; GO:0014061; GO:0015464; GO:0015643; GO:0016020; GO:0016324; GO:0017081; GO:0019228; GO:0019901; GO:0022848; GO:0030317; GO:0030424; GO:0030425; GO:0030426; GO:0030673; GO:0032094; GO:0032225; GO:0032279; GO:0032691; GO:0032715; GO:0032720; GO:0034220; GO:0034703; GO:0035094; GO:0035095; GO:0042110; GO:0042113; GO:0042166; GO:0042391; GO:0042416; GO:0042698; GO:0042734; GO:0042803; GO:0043005; GO:0043025; GO:0043124; GO:0043197; GO:0043198; GO:0043410; GO:0044853; GO:0045202; GO:0045211; GO:0045471; GO:0045766; GO:0046681; GO:0048149; GO:0050727; GO:0050728; GO:0050804; GO:0050808; GO:0050890; GO:0050893; GO:0051117; GO:0051247; GO:0051649; GO:0051823; GO:0060079; GO:0060084; GO:0060112; GO:0070373; GO:0070374; GO:0095500; GO:0097061; GO:0097110; GO:0098690; GO:0098815; GO:0098878; GO:0098897; GO:0098981; GO:0099171; GO:0099634; GO:0140059; GO:1900016; GO:1900273; GO:1902004; GO:1902430; GO:1902991; GO:1904315; GO:1904645; GO:1905144; GO:1905906; GO:1990806; GO:2000463; GO:2001023,acetylcholine-gated channel complex [GO:0005892]; apical plasma membrane [GO:0016324]; asymmetric synapse [GO:0032279]; axolemma [GO:0030673]; axon [GO:0030424]; cation channel complex [GO:0034703]; cholinergic synapse [GO:0098981]; dendrite [GO:0030425]; dendritic shaft [GO:0043198]; dendritic spine [GO:0043197]; endoplasmic reticulum membrane [GO:0005789]; external side of plasma membrane [GO:0009897]; glycinergic synapse [GO:0098690]; growth cone [GO:0030426]; membrane [GO:0016020]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; neurotransmitter receptor complex [GO:0098878]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]; postsynaptic membrane [GO:0045211]; postsynaptic specialization membrane [GO:0099634]; presynaptic membrane [GO:0042734]; spine apparatus membrane [GO:0098897]; synapse [GO:0045202],acetylcholine binding [GO:0042166]; acetylcholine receptor activity [GO:0015464]; acetylcholine-gated monoatomic cation-selective channel activity [GO:0022848]; adenylate cyclase binding [GO:0008179]; amyloid-beta binding [GO:0001540]; ATPase binding [GO:0051117]; chloride channel regulator activity [GO:0017081]; monoatomic ion channel activity [GO:0005216]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; scaffold protein binding [GO:0097110]; toxic substance binding [GO:0015643]; transmembrane signaling receptor activity [GO:0004888]; transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential [GO:1904315],Neuronal acetylcholine receptor subunit alpha-7
Pocillopora_acuta_HIv2___RNAseq.g9327.t1,calcium,,P49582,7.4e-52,Neuronal acetylcholine receptor subunit alpha-7 (nAChR7) (Nicotinic acetylcholine receptor subunit alpha-7),"acetylcholine receptor signaling pathway [GO:0095500]; associative learning [GO:0008306]; B cell activation [GO:0042113]; behavioral response to ethanol [GO:0048149]; behavioral response to nicotine [GO:0035095]; calcium ion transport [GO:0006816]; dendrite arborization [GO:0140059]; dendritic spine organization [GO:0097061]; endocytosis [GO:0006897]; establishment of localization in cell [GO:0051649]; flagellated sperm motility [GO:0030317]; generation of ovulation cycle rhythm [GO:0060112]; learning or memory [GO:0007611]; memory [GO:0007613]; modulation of chemical synaptic transmission [GO:0050804]; modulation of excitatory postsynaptic potential [GO:0098815]; monoatomic ion transport [GO:0006811]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of inflammatory response [GO:0050728]; negative regulation of interleukin-1 beta production [GO:0032691]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of tumor necrosis factor production [GO:0032720]; ovulation cycle [GO:0042698]; positive regulation of amyloid-beta formation [GO:1902004]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of excitatory postsynaptic potential [GO:2000463]; positive regulation of heart rate involved in baroreceptor response to decreased systemic arterial blood pressure [GO:0001988]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of protein metabolic process [GO:0051247]; regulation of amyloid fibril formation [GO:1905906]; regulation of inflammatory response [GO:0050727]; regulation of membrane potential [GO:0042391]; regulation of norepinephrine secretion [GO:0014061]; regulation of synapse structural plasticity [GO:0051823]; regulation of synaptic transmission, dopaminergic [GO:0032225]; response to amyloid-beta [GO:1904645]; response to cold [GO:0009409]; response to ethanol [GO:0045471]; response to food [GO:0032094]; response to nicotine [GO:0035094]; sensory processing [GO:0050893]; synapse organization [GO:0050808]; synaptic transmission, cholinergic [GO:0007271]; T cell activation [GO:0042110]",GO:0001988; GO:0004888; GO:0005886; GO:0006811; GO:0006816; GO:0006897; GO:0007271; GO:0007611; GO:0007613; GO:0008306; GO:0009409; GO:0009897; GO:0014061; GO:0015464; GO:0016020; GO:0016324; GO:0022848; GO:0030317; GO:0030425; GO:0030673; GO:0032094; GO:0032225; GO:0032691; GO:0032715; GO:0032720; GO:0035094; GO:0035095; GO:0042110; GO:0042113; GO:0042391; GO:0042698; GO:0042734; GO:0043124; GO:0045211; GO:0045471; GO:0048149; GO:0050727; GO:0050728; GO:0050804; GO:0050808; GO:0050893; GO:0051247; GO:0051649; GO:0051823; GO:0060112; GO:0070374; GO:0095500; GO:0097061; GO:0098793; GO:0098815; GO:0098981; GO:0099634; GO:0140059; GO:1900016; GO:1900273; GO:1902004; GO:1904645; GO:1905906; GO:2000463,apical plasma membrane [GO:0016324]; axolemma [GO:0030673]; cholinergic synapse [GO:0098981]; dendrite [GO:0030425]; external side of plasma membrane [GO:0009897]; membrane [GO:0016020]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; postsynaptic specialization membrane [GO:0099634]; presynapse [GO:0098793]; presynaptic membrane [GO:0042734],acetylcholine receptor activity [GO:0015464]; acetylcholine-gated monoatomic cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888],Neuronal acetylcholine receptor subunit alpha-7
Pocillopora_acuta_HIv2___RNAseq.g9443.t1,"TRP, calcium",,Q8BLA8,7.62e-129,Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor),calcium ion transmembrane import into cytosol [GO:0097553]; calcium ion transport [GO:0006816]; cell surface receptor signaling pathway [GO:0007166]; cellular response to caffeine [GO:0071313]; cellular response to carbon dioxide [GO:0071244]; cellular response to cold [GO:0070417]; cellular response to food [GO:0071240]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to toxic substance [GO:0097237]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of mechanical stimulus involved in sensory perception [GO:0050974]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; intracellular calcium ion homeostasis [GO:0006874]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of monoatomic anion transport [GO:1903793]; protein homotetramerization [GO:0051289]; regulation of blood circulation [GO:1903522]; regulation of neuronal action potential [GO:0098908]; response to cold [GO:0009409]; response to hydrogen peroxide [GO:0042542]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; thermoception [GO:0050955]; urinary bladder smooth muscle contraction [GO:0014832],GO:0005216; GO:0005245; GO:0005262; GO:0005886; GO:0006816; GO:0006874; GO:0007166; GO:0009409; GO:0009410; GO:0014832; GO:0015267; GO:0015278; GO:0016020; GO:0016324; GO:0030424; GO:0032421; GO:0034605; GO:0035774; GO:0042542; GO:0042802; GO:0046872; GO:0048265; GO:0050955; GO:0050966; GO:0050968; GO:0050974; GO:0051289; GO:0070301; GO:0070417; GO:0071240; GO:0071244; GO:0071313; GO:0097237; GO:0097553; GO:0097604; GO:0098908; GO:1903522; GO:1903793; GO:1990760,apical plasma membrane [GO:0016324]; axon [GO:0030424]; membrane [GO:0016020]; plasma membrane [GO:0005886]; stereocilium bundle [GO:0032421],calcium channel activity [GO:0005262]; channel activity [GO:0015267]; identical protein binding [GO:0042802]; intracellularly gated calcium channel activity [GO:0015278]; metal ion binding [GO:0046872]; monoatomic ion channel activity [GO:0005216]; osmolarity-sensing monoatomic cation channel activity [GO:1990760]; temperature-gated cation channel activity [GO:0097604]; voltage-gated calcium channel activity [GO:0005245],Transient receptor potential cation channel subfamily A member 1
Pocillopora_acuta_HIv2___RNAseq.g9444.t1,TRP,,O75762,1.15e-129,Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Transformation-sensitive protein p120) (p120) (Wasabi receptor),calcium ion transmembrane import into cytosol [GO:0097553]; calcium ion transmembrane transport [GO:0070588]; cell surface receptor signaling pathway [GO:0007166]; cellular response to caffeine [GO:0071313]; cellular response to carbon dioxide [GO:0071244]; cellular response to cold [GO:0070417]; cellular response to food [GO:0071240]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to toxic substance [GO:0097237]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; intracellular calcium ion homeostasis [GO:0006874]; monoatomic ion transport [GO:0006811]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of monoatomic anion transport [GO:1903793]; protein homotetramerization [GO:0051289]; regulation of blood circulation [GO:1903522]; regulation of neuronal action potential [GO:0098908]; response to cold [GO:0009409]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; sensory perception of pain [GO:0019233]; thermoception [GO:0050955]; urinary bladder smooth muscle contraction [GO:0014832],GO:0005245; GO:0005262; GO:0005886; GO:0006811; GO:0006874; GO:0007166; GO:0009409; GO:0009410; GO:0014832; GO:0015267; GO:0015278; GO:0016324; GO:0019233; GO:0030424; GO:0032421; GO:0034605; GO:0035774; GO:0042802; GO:0048265; GO:0050955; GO:0050966; GO:0050968; GO:0051289; GO:0070301; GO:0070417; GO:0070588; GO:0071240; GO:0071244; GO:0071313; GO:0097237; GO:0097553; GO:0097604; GO:0098908; GO:1903522; GO:1903793; GO:1990760,apical plasma membrane [GO:0016324]; axon [GO:0030424]; plasma membrane [GO:0005886]; stereocilium bundle [GO:0032421],calcium channel activity [GO:0005262]; channel activity [GO:0015267]; identical protein binding [GO:0042802]; intracellularly gated calcium channel activity [GO:0015278]; osmolarity-sensing monoatomic cation channel activity [GO:1990760]; temperature-gated cation channel activity [GO:0097604]; voltage-gated calcium channel activity [GO:0005245],Transient receptor potential cation channel subfamily A member 1
Pocillopora_acuta_HIv2___RNAseq.g9466.t1,"TRP, calcium",,Q6RI86,1.07e-142,Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor),calcium ion transmembrane import into cytosol [GO:0097553]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; cell surface receptor signaling pathway [GO:0007166]; cellular response to caffeine [GO:0071313]; cellular response to carbon dioxide [GO:0071244]; cellular response to cold [GO:0070417]; cellular response to food [GO:0071240]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to toxic substance [GO:0097237]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of mechanical stimulus involved in sensory perception [GO:0050974]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; intracellular calcium ion homeostasis [GO:0006874]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of monoatomic anion transport [GO:1903793]; protein homotetramerization [GO:0051289]; regulation of blood circulation [GO:1903522]; regulation of neuronal action potential [GO:0098908]; response to cold [GO:0009409]; response to hydrogen peroxide [GO:0042542]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; sensory perception of pain [GO:0019233]; thermoception [GO:0050955]; urinary bladder smooth muscle contraction [GO:0014832],GO:0005216; GO:0005245; GO:0005262; GO:0005886; GO:0006816; GO:0006874; GO:0007166; GO:0009409; GO:0009410; GO:0014832; GO:0015267; GO:0015278; GO:0016324; GO:0019233; GO:0030424; GO:0032421; GO:0034605; GO:0035774; GO:0042542; GO:0042802; GO:0046872; GO:0048265; GO:0050955; GO:0050966; GO:0050968; GO:0050974; GO:0051289; GO:0070301; GO:0070417; GO:0070588; GO:0071240; GO:0071244; GO:0071313; GO:0097237; GO:0097553; GO:0097604; GO:0098908; GO:1903522; GO:1903793; GO:1990760,apical plasma membrane [GO:0016324]; axon [GO:0030424]; plasma membrane [GO:0005886]; stereocilium bundle [GO:0032421],calcium channel activity [GO:0005262]; channel activity [GO:0015267]; identical protein binding [GO:0042802]; intracellularly gated calcium channel activity [GO:0015278]; metal ion binding [GO:0046872]; monoatomic ion channel activity [GO:0005216]; osmolarity-sensing monoatomic cation channel activity [GO:1990760]; temperature-gated cation channel activity [GO:0097604]; voltage-gated calcium channel activity [GO:0005245],Transient receptor potential cation channel subfamily A member 1
